,Unnamed: 0,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
5799,70941,engrus011c,Online-W,9,TGT,eng,rus,99,guardian.306625,False,1631602439.001,1631602441.035
5800,70942,engrus011c,Online-W,10,TGT,eng,rus,99,guardian.306625,False,1631602441.041,1631602444.686
5804,70946,engrus011c,Online-W,13,TGT,eng,rus,99,guardian.306625,False,1631602462.522,1631602464.662
5805,70947,engrus011c,Online-W,14,TGT,eng,rus,99,guardian.306625,False,1631602464.667,1631602471.589
5806,70948,engrus011c,Online-W,15,TGT,eng,rus,98,guardian.306625,False,1631602471.595,1631602476.309
5808,70950,engrus011c,Online-W,16,TGT,eng,rus,99,guardian.306625,False,1631602476.314,1631602480.145
5809,70951,engrus011c,Online-W,17,TGT,eng,rus,99,guardian.306625,False,1631602480.151,1631602483.116
5810,70952,engrus011c,Online-W,18,TGT,eng,rus,99,guardian.306625,False,1631602483.121,1631602488.345
5811,70953,engrus011c,Online-W,19,TGT,eng,rus,99,guardian.306625,False,1631602488.35,1631602492.173
5814,70956,engrus011c,Online-W,21,TGT,eng,rus,98,guardian.306625,False,1631602497.239,1631602503.809
5818,70960,engrus011c,Online-W,24,TGT,eng,rus,98,guardian.306625,False,1631602527.586,1631602534.259
5820,70962,engrus011c,Manifold,0,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602537.689,1631602552.149
5823,70965,engrus011c,Manifold,2,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602558.847,1631602565.39
5824,70966,engrus011c,Manifold,3,TGT,eng,rus,99,thesun.co.uk.114364,False,1631602565.395,1631602567.414
5825,70967,engrus011c,Manifold,4,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602567.419,1631602574.351
5826,70968,engrus011c,Manifold,5,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602574.356,1631602579.92
5830,70972,engrus011c,Manifold,7,TGT,eng,rus,99,thesun.co.uk.114364,False,1631602587.914,1631602594.685
5835,70977,engrus011c,Manifold,11,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602620.439,1631602625.897
5841,70983,engrus011c,translator-A,0,TGT,eng,rus,98,foxnews.106537,False,1631602681.716,1631602690.489
5842,70984,engrus011c,translator-A,1,TGT,eng,rus,98,foxnews.106537,False,1631602690.495,1631602697.62
5843,70985,engrus011c,translator-A,2,TGT,eng,rus,98,foxnews.106537,False,1631602697.625,1631602703.164
5844,70986,engrus011c,translator-A,3,TGT,eng,rus,98,foxnews.106537,False,1631602703.169,1631602710.458
5845,70987,engrus011c,translator-A,4,TGT,eng,rus,99,foxnews.106537,False,1631602710.463,1631602713.203
5846,70988,engrus011c,translator-A,5,TGT,eng,rus,98,foxnews.106537,False,1631602713.209,1631602723.086
5848,70990,engrus011c,translator-A,7,TGT,eng,rus,99,foxnews.106537,False,1631602733.022,1631602738.407
5852,70994,engrus011c,translator-A,11,TGT,eng,rus,99,foxnews.106537,False,1631602757.348,1631602761.075
5853,70995,engrus011c,translator-A,12,TGT,eng,rus,98,foxnews.106537,False,1631602761.08,1631602763.681
5855,70997,engrus011c,translator-A,14,TGT,eng,rus,98,foxnews.106537,True,1631602771.148,1631602776.082
5867,71009,engrus011c,Manifold,11,TGT,eng,rus,98,rt.com.131279,False,1631603029.138,1631603035.895
5879,71029,engrus011c,Manifold,14,TGT,eng,rus,98,cbsnews.377408,False,1631603534.584,1631603541.441
5880,71030,engrus011c,Manifold,15,TGT,eng,rus,98,cbsnews.377408,False,1631603541.447,1631603547.228
5881,71031,engrus011c,Manifold,16,TGT,eng,rus,99,cbsnews.377408,False,1631603547.234,1631603553.232
5882,71032,engrus011c,Manifold,17,TGT,eng,rus,99,cbsnews.377408,False,1631603553.238,1631603557.773
5883,71033,engrus011c,Manifold,18,TGT,eng,rus,99,cbsnews.377408,False,1631603557.778,1631603560.574
5884,71034,engrus011c,Manifold,19,TGT,eng,rus,99,cbsnews.377408,False,1631603560.579,1631603563.123
5885,71035,engrus011c,Manifold,20,TGT,eng,rus,99,cbsnews.377408,False,1631603563.129,1631603575.773
5886,71036,engrus011c,Manifold,21,TGT,eng,rus,99,cbsnews.377408,False,1631603575.778,1631603577.335
5887,71037,engrus011c,Manifold,22,TGT,eng,rus,99,cbsnews.377408,False,1631603577.341,1631603584.911
5888,71038,engrus011c,Manifold,23,TGT,eng,rus,99,cbsnews.377408,False,1631603584.917,1631603587.841
5889,71039,engrus011c,Manifold,24,TGT,eng,rus,98,cbsnews.377408,False,1631603587.846,1631603598.935
5892,71042,engrus011c,Online-G,1,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603639.764,1631603645.52
5894,71044,engrus011c,Online-G,3,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603659.191,1631603666.219
5900,71050,engrus011c,Online-G,8,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603711.257,1631603717.25
5901,71051,engrus011c,Online-G,9,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603717.255,1631603723.203
5902,71053,engrus011c,Online-G,10,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603723.208,1631603732.281
5904,71055,engrus011c,Online-G,11,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603732.286,1631603746.576
5906,71057,engrus011c,Online-G,12,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603746.581,1631603751.707
5908,71060,engrus011c,Online-G,14,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603763.983,1631603770.344
5909,71062,engrus011c,Online-G,15,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603770.349,1631603780.505
5910,71063,engrus011c,Online-G,16,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603780.509,1631603785.395
5912,71066,engrus011c,Online-G,17,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603785.4,1631603798.032
5913,71067,engrus011c,Online-G,18,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603798.038,1631603800.825
5917,71072,engrus0125,translator-B,0,TGT,eng,rus,99,en.ndtv.com.75106,False,1631603826.971,1631603906.143
5924,71079,engrus011d,translator-A,2,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604803.403,1631604810.282
5926,71081,engrus011d,translator-A,3,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604810.288,1631604815.795
5927,71082,engrus011d,translator-A,4,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604815.8,1631604822.971
5928,71083,engrus011d,translator-A,5,TGT,eng,rus,99,thesun.co.uk.114364,False,1631604822.976,1631604827.778
5934,71089,engrus011d,translator-A,9,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604864.619,1631604869.341
5936,71091,engrus011d,translator-A,10,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604869.346,1631604876.011
5937,71092,engrus011d,translator-A,11,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604876.016,1631604883.026
5946,71102,engrus0125,NiuTrans,18,TGT,eng,rus,100,standard.co.uk.57834,False,1631604931.768,1631604939.989
5949,71107,engrus011d,Online-W,6,TGT,eng,rus,98,en.ndtv.com.75114,False,1631604987.818,1631604991.649
5950,71110,engrus011d,Online-W,9,TGT,eng,rus,99,en.ndtv.com.75114,False,1631605014.463,1631605017.404
5963,71193,engrus011d,Online-G,5,TGT,eng,rus,98,thesun.co.uk.114323,False,1631613285.741,1631613309.969
5965,71195,engrus011d,Online-G,7,TGT,eng,rus,98,thesun.co.uk.114323,False,1631613341.087,1631613348.884
5970,71200,engrus011d,Online-G,12,TGT,eng,rus,98,thesun.co.uk.114323,False,1631613448.572,1631613458.011
5982,71218,engrus0125,Online-W,3,TGT,eng,rus,98,cbsnews.377515,False,1631615196.163,1631615208.969
5992,71422,engrus011d,Facebook-AI,5,TGT,eng,rus,98,cbsnews.377408,False,1631619309.635,1631619314.306
5993,71423,engrus011d,Facebook-AI,6,TGT,eng,rus,99,cbsnews.377408,False,1631619314.312,1631619319.146
5994,71424,engrus011d,Facebook-AI,7,TGT,eng,rus,98,cbsnews.377408,False,1631619319.152,1631619322.941
5996,71426,engrus011d,Facebook-AI,9,TGT,eng,rus,98,cbsnews.377408,False,1631619326.741,1631619330.36
5997,71427,engrus011d,Facebook-AI,10,TGT,eng,rus,98,cbsnews.377408,False,1631619330.366,1631619332.917
5998,71428,engrus011d,Facebook-AI,11,TGT,eng,rus,99,cbsnews.377408,False,1631619332.922,1631619338.307
5999,71429,engrus011d,Facebook-AI,12,TGT,eng,rus,98,cbsnews.377408,False,1631619338.312,1631619341.68
6000,71430,engrus011d,Facebook-AI,13,TGT,eng,rus,98,cbsnews.377408,False,1631619341.686,1631619343.386
6001,71431,engrus011d,Facebook-AI,14,TGT,eng,rus,98,cbsnews.377408,False,1631619343.39,1631619348.185
6002,71432,engrus011d,Facebook-AI,15,TGT,eng,rus,98,cbsnews.377408,False,1631619348.19,1631619352.764
6003,71433,engrus011d,Facebook-AI,16,TGT,eng,rus,98,cbsnews.377408,False,1631619352.769,1631619355.33
6004,71434,engrus011d,Facebook-AI,17,TGT,eng,rus,98,cbsnews.377408,False,1631619355.335,1631619357.101
6005,71435,engrus011d,Facebook-AI,18,TGT,eng,rus,99,cbsnews.377408,False,1631619357.107,1631619359.221
6006,71436,engrus011d,Facebook-AI,19,TGT,eng,rus,99,cbsnews.377408,False,1631619359.226,1631619363.025
6007,71439,engrus011d,Facebook-AI,20,TGT,eng,rus,98,cbsnews.377408,False,1631619363.03,1631619370.283
6008,71440,engrus011d,Facebook-AI,21,TGT,eng,rus,98,cbsnews.377408,False,1631619370.288,1631619371.902
6009,71442,engrus011d,Facebook-AI,22,TGT,eng,rus,99,cbsnews.377408,False,1631619371.907,1631619375.689
6010,71444,engrus011d,Facebook-AI,23,TGT,eng,rus,98,cbsnews.377408,False,1631619375.695,1631619379.404
6011,71448,engrus011d,Facebook-AI,24,TGT,eng,rus,99,cbsnews.377408,False,1631619379.409,1631619389.695
6012,71451,engrus011d,Facebook-AI,25,TGT,eng,rus,99,cbsnews.377408,False,1631619389.7,1631619395.407
6013,71454,engrus011d,Facebook-AI,26,TGT,eng,rus,99,cbsnews.377408,True,1631619395.41,1631619401.565
6018,71496,engrus011d,Online-G,0,TGT,eng,rus,98,bbc.500882,False,1631619518.508,1631619526.282
6020,71498,engrus011d,NiuTrans,3,TGT,eng,rus,99,voa-en.100681,False,1631619809.322,1631619823.631
6021,71499,engrus011d,NiuTrans,4,TGT,eng,rus,99,voa-en.100681,False,1631619823.636,1631619826.998
6022,71500,engrus011d,NiuTrans,5,TGT,eng,rus,99,voa-en.100681,False,1631619827.004,1631619834.873
6023,71501,engrus011d,NiuTrans,6,TGT,eng,rus,99,voa-en.100681,False,1631619834.878,1631619840.82
6024,71502,engrus011d,NiuTrans,7,TGT,eng,rus,99,voa-en.100681,False,1631619840.825,1631619846.566
6025,71503,engrus011d,NiuTrans,8,TGT,eng,rus,99,voa-en.100681,False,1631619846.57,1631619858.699
6026,71505,engrus011d,NiuTrans,9,TGT,eng,rus,99,voa-en.100681,False,1631619858.703,1631619864.864
6029,71508,engrus011d,Facebook-AI,0,TGT,eng,rus,99,guardian.306607,False,1631619882.306,1631619893.33
6030,71509,engrus011d,Facebook-AI,1,TGT,eng,rus,99,guardian.306607,False,1631619893.336,1631619900.411
6031,71510,engrus011d,Facebook-AI,2,TGT,eng,rus,99,guardian.306607,False,1631619900.416,1631619912.078
6032,71511,engrus011d,Facebook-AI,3,TGT,eng,rus,99,guardian.306607,False,1631619912.084,1631619922.992
6033,71512,engrus011d,Facebook-AI,4,TGT,eng,rus,99,guardian.306607,False,1631619922.997,1631619935.762
6034,71513,engrus011d,Facebook-AI,5,TGT,eng,rus,99,guardian.306607,False,1631619935.767,1631619943.933
6036,71515,engrus011d,Facebook-AI,7,TGT,eng,rus,99,guardian.306607,False,1631619955.264,1631619963.513
6037,71516,engrus011d,Facebook-AI,8,TGT,eng,rus,100,guardian.306607,False,1631619963.519,1631619971.178
6038,71517,engrus011d,Facebook-AI,9,TGT,eng,rus,99,guardian.306607,False,1631619971.183,1631619977.717
6039,71518,engrus011d,Facebook-AI,10,TGT,eng,rus,99,guardian.306607,False,1631619977.722,1631619984.782
6040,71519,engrus011d,Facebook-AI,11,TGT,eng,rus,100,guardian.306607,False,1631619984.787,1631619990.308
6041,71520,engrus011d,Facebook-AI,12,TGT,eng,rus,99,guardian.306607,False,1631619990.313,1631619996.727
6042,71521,engrus011d,Facebook-AI,13,TGT,eng,rus,99,guardian.306607,False,1631619996.732,1631620007.818
6043,71522,engrus011d,Facebook-AI,14,TGT,eng,rus,99,guardian.306607,False,1631620007.823,1631620013.636
6044,71523,engrus011d,Facebook-AI,15,TGT,eng,rus,99,guardian.306607,False,1631620013.641,1631620019.498
6046,71527,engrus011d,Facebook-AI,17,TGT,eng,rus,99,guardian.306607,False,1631620028.395,1631620038.509
6047,71530,engrus011d,Facebook-AI,18,TGT,eng,rus,98,guardian.306607,False,1631620038.514,1631620048.184
6079,71692,engrus0102,Online-B,6,TGT,eng,rus,98,abcnews.420184,False,1631635645.28,1631635675.621
6118,72186,engrus0132,translator-A,9,TGT,eng,rus,99,bbc.500856,False,1631680787.427,1631680795.991
6119,72187,engrus0132,translator-A,10,TGT,eng,rus,99,bbc.500856,False,1631680795.996,1631680806.191
6120,72188,engrus0132,translator-A,11,TGT,eng,rus,99,bbc.500856,False,1631680806.198,1631680812.029
6121,72189,engrus0132,translator-A,12,TGT,eng,rus,99,bbc.500856,False,1631680812.035,1631680819.119
6122,72190,engrus0132,translator-A,13,TGT,eng,rus,99,bbc.500856,True,1631680819.122,1631680821.932
6125,72193,engrus0132,Online-B,2,TGT,eng,rus,99,foxnews.106537,False,1631680866.203,1631680874.906
6126,72194,engrus0132,Online-B,3,TGT,eng,rus,99,foxnews.106537,False,1631680874.913,1631680883.6
6127,72195,engrus0132,Online-B,4,TGT,eng,rus,99,foxnews.106537,False,1631680883.608,1631680886.378
6128,72196,engrus0132,Online-B,5,TGT,eng,rus,100,foxnews.106537,False,1631680886.385,1631680895.867
6130,72198,engrus0132,Online-B,7,TGT,eng,rus,99,foxnews.106537,False,1631680904.664,1631680910.06
6131,72199,engrus0132,Online-B,8,TGT,eng,rus,100,foxnews.106537,False,1631680910.067,1631680915.747
6132,72200,engrus0132,Online-B,9,TGT,eng,rus,100,foxnews.106537,False,1631680915.754,1631680921.159
6133,72201,engrus0132,Online-B,10,TGT,eng,rus,99,foxnews.106537,False,1631680921.166,1631680929.258
6134,72202,engrus0132,Online-B,11,TGT,eng,rus,100,foxnews.106537,False,1631680929.263,1631680933.813
6135,72203,engrus0132,Online-B,12,TGT,eng,rus,99,foxnews.106537,False,1631680933.821,1631680938.915
6136,72204,engrus0132,Online-B,13,TGT,eng,rus,99,foxnews.106537,False,1631680938.922,1631680950.47
6138,72206,engrus0132,translator-A,0,TGT,eng,rus,100,bbc.500856,False,1631680957.428,1631680962.883
6139,72207,engrus0132,translator-A,1,TGT,eng,rus,99,bbc.500856,False,1631680962.892,1631680966.056
6140,72208,engrus0132,translator-B,12,TGT,eng,rus,99,guardian.306616,False,1631681182.829,1631681187.394
6141,72211,engrus0132,translator-B,13,TGT,eng,rus,100,guardian.306616,False,1631681187.401,1631681198.59
6142,72214,engrus0132,translator-B,14,TGT,eng,rus,99,guardian.306616,False,1631681198.597,1631681209.614
6143,72218,engrus0132,translator-B,15,TGT,eng,rus,99,guardian.306616,False,1631681209.621,1631681215.738
6144,72220,engrus0132,translator-B,16,TGT,eng,rus,99,guardian.306616,False,1631681215.746,1631681219.542
6145,72224,engrus0132,translator-B,17,TGT,eng,rus,100,guardian.306616,False,1631681219.549,1631681228.74
6146,72228,engrus0132,translator-B,18,TGT,eng,rus,99,guardian.306616,False,1631681228.744,1631681234.58
6147,72231,engrus0132,translator-B,19,TGT,eng,rus,99,guardian.306616,False,1631681234.584,1631681238.792
6148,72234,engrus0132,translator-B,20,TGT,eng,rus,100,guardian.306616,False,1631681238.799,1631681243.897
6149,72237,engrus0132,translator-B,21,TGT,eng,rus,99,guardian.306616,False,1631681243.904,1631681249.058
6150,72239,engrus0132,translator-B,22,TGT,eng,rus,99,guardian.306616,False,1631681249.065,1631681252.992
6151,72240,engrus0132,translator-B,23,TGT,eng,rus,98,guardian.306616,False,1631681252.999,1631681257.595
6152,72241,engrus0132,translator-B,24,TGT,eng,rus,99,guardian.306616,False,1631681257.602,1631681263.249
6153,72242,engrus0132,translator-B,25,TGT,eng,rus,99,guardian.306616,True,1631681263.254,1631681265.947
6154,72250,engrus0132,translator-A,12,TGT,eng,rus,100,guardian.306645,False,1631681434.867,1631681440.013
6155,72253,engrus0132,translator-A,13,TGT,eng,rus,99,guardian.306645,False,1631681440.02,1631681445.925
6156,72255,engrus0132,translator-A,14,TGT,eng,rus,99,guardian.306645,False,1631681445.933,1631681450.594
6157,72257,engrus0132,translator-A,15,TGT,eng,rus,99,guardian.306645,False,1631681450.601,1631681458.662
6158,72263,engrus0132,translator-A,16,TGT,eng,rus,99,guardian.306645,False,1631681458.669,1631681468.713
6159,72264,engrus0132,translator-A,17,TGT,eng,rus,100,guardian.306645,False,1631681468.721,1631681471.467
6160,72266,engrus0132,translator-A,18,TGT,eng,rus,100,guardian.306645,False,1631681471.475,1631681481.988
6161,72269,engrus0132,translator-A,19,TGT,eng,rus,99,guardian.306645,False,1631681481.996,1631681489.573
6162,72271,engrus0132,translator-A,20,TGT,eng,rus,100,guardian.306645,False,1631681489.581,1631681493.192
6163,72274,engrus0132,translator-A,21,TGT,eng,rus,100,guardian.306645,False,1631681493.199,1631681496.366
6164,72277,engrus0132,translator-A,22,TGT,eng,rus,100,guardian.306645,False,1631681496.373,1631681503.184
6165,72279,engrus0132,translator-A,23,TGT,eng,rus,99,guardian.306645,False,1631681503.191,1631681507.917
6166,72281,engrus0132,translator-A,24,TGT,eng,rus,99,guardian.306645,False,1631681507.925,1631681510.881
6170,72323,engrus0132,Online-G,2,TGT,eng,rus,99,en.ndtv.com.75164,False,1631681943.925,1631681955.595
6171,72324,engrus0132,Online-G,3,TGT,eng,rus,99,en.ndtv.com.75164,False,1631681955.602,1631681961.508
6172,72325,engrus0132,Online-G,4,TGT,eng,rus,100,en.ndtv.com.75164,False,1631681961.515,1631681973.814
6173,72326,engrus0132,Online-G,5,TGT,eng,rus,100,en.ndtv.com.75164,False,1631681973.82,1631681983.009
6174,72327,engrus0132,Online-G,6,TGT,eng,rus,99,en.ndtv.com.75164,False,1631681983.016,1631681988.484
6179,72334,engrus0132,Online-A,7,TGT,eng,rus,99,guardian.306602,False,1631682320.121,1631682328.627
6180,72335,engrus0132,Online-A,8,TGT,eng,rus,99,guardian.306602,False,1631682328.634,1631682336.647
6181,72336,engrus0132,Online-A,9,TGT,eng,rus,98,guardian.306602,False,1631682336.655,1631682350.911
6182,72337,engrus0132,Online-A,10,TGT,eng,rus,99,guardian.306602,False,1631682350.918,1631682359.137
6184,72344,engrus0132,Online-A,0,TGT,eng,rus,99,metro.co.uk.47971,False,1631682363.261,1631682381.759
6185,72346,engrus0132,Online-A,2,TGT,eng,rus,99,metro.co.uk.47971,False,1631682395.26,1631682401.915
6186,72357,engrus0132,Online-A,6,TGT,eng,rus,99,metro.co.uk.47971,False,1631682432.851,1631682439.436
6187,72358,engrus0132,Online-A,7,TGT,eng,rus,99,metro.co.uk.47971,False,1631682439.444,1631682446.235
6190,72371,engrus0132,Online-B,13,TGT,eng,rus,99,sky.com.33889,False,1631682641.747,1631682650.502
6191,72372,engrus0132,Online-B,14,TGT,eng,rus,99,sky.com.33889,False,1631682650.509,1631682654.313
6193,72376,engrus0132,Online-B,16,TGT,eng,rus,99,sky.com.33889,False,1631682673.197,1631682683.69
6194,72377,engrus0132,Online-B,17,TGT,eng,rus,98,sky.com.33889,False,1631682683.697,1631682695.039
6198,72381,engrus0132,translator-B,0,TGT,eng,rus,99,seattle_times.253485,False,1631682721.444,1631682728.671
6199,72382,engrus0132,translator-B,1,TGT,eng,rus,99,seattle_times.253485,False,1631682728.681,1631682751.654
6200,72383,engrus0132,translator-B,2,TGT,eng,rus,99,seattle_times.253485,False,1631682751.663,1631682763.068
6201,72384,engrus0132,translator-B,3,TGT,eng,rus,99,seattle_times.253485,False,1631682763.075,1631682780.252
6202,72385,engrus0132,translator-B,4,TGT,eng,rus,99,seattle_times.253485,False,1631682780.26,1631682803.778
6203,72386,engrus0132,translator-B,5,TGT,eng,rus,99,seattle_times.253485,False,1631682803.786,1631682821.138
6204,72387,engrus0132,translator-B,6,TGT,eng,rus,99,seattle_times.253485,False,1631682821.145,1631682831.994
6205,72388,engrus0132,translator-B,7,TGT,eng,rus,99,seattle_times.253485,False,1631682832.001,1631682853.679
6206,72389,engrus0132,translator-B,8,TGT,eng,rus,99,seattle_times.253485,False,1631682853.688,1631682859.882
6207,72390,engrus0132,translator-B,9,TGT,eng,rus,99,seattle_times.253485,False,1631682859.889,1631682868.308
6208,72391,engrus0132,translator-B,10,TGT,eng,rus,99,seattle_times.253485,False,1631682868.316,1631682876.484
6209,72392,engrus0132,translator-B,11,TGT,eng,rus,99,seattle_times.253485,False,1631682876.491,1631682883.825
6210,72395,engrus0132,translator-A,3,TGT,eng,rus,98,seattle_times.253485,False,1631683014.129,1631683033.639
6211,72398,engrus0132,translator-A,4,TGT,eng,rus,99,seattle_times.253485,False,1631683033.647,1631683041.576
6212,72403,engrus0132,translator-A,5,TGT,eng,rus,99,seattle_times.253485,False,1631683041.584,1631683056.835
6213,72406,engrus0132,translator-A,6,TGT,eng,rus,99,seattle_times.253485,False,1631683056.843,1631683065.735
6214,72409,engrus0132,translator-A,7,TGT,eng,rus,99,seattle_times.253485,False,1631683065.742,1631683072.045
6215,72411,engrus0132,translator-A,8,TGT,eng,rus,99,seattle_times.253485,False,1631683072.052,1631683077.844
6216,72413,engrus0132,translator-A,9,TGT,eng,rus,98,seattle_times.253485,False,1631683077.851,1631683082.214
6217,72415,engrus0132,translator-A,10,TGT,eng,rus,99,seattle_times.253485,False,1631683082.221,1631683086.787
6218,72416,engrus0132,translator-A,11,TGT,eng,rus,98,seattle_times.253485,False,1631683086.794,1631683089.601
6219,72418,engrus0132,translator-A,12,TGT,eng,rus,98,seattle_times.253485,False,1631683089.604,1631683092.9
6220,72419,engrus0132,translator-A,14,TGT,eng,rus,99,seattle_times.253485,True,1631683100.739,1631683102.544
6316,73298,engrus0124,Online-B,0,TGT,eng,rus,99,bbc.500823,False,1631721548.921,1631721556.155
6356,73471,engrus0124,Online-B,9,TGT,eng,rus,100,bbc.500823,False,1631728058.323,1631728062.359
6357,73472,engrus0124,Online-B,10,TGT,eng,rus,99,bbc.500823,False,1631728062.37,1631728065.444
6358,73473,engrus0124,Online-B,11,TGT,eng,rus,99,bbc.500823,False,1631728065.455,1631728069.732
6359,73474,engrus0124,Online-B,12,TGT,eng,rus,99,bbc.500823,False,1631728069.743,1631728076.125
6360,73475,engrus0124,Online-B,13,TGT,eng,rus,99,bbc.500823,False,1631728076.137,1631728080.007
6361,73476,engrus0124,Online-B,14,TGT,eng,rus,99,bbc.500823,False,1631728080.019,1631728085.864
6362,73477,engrus0124,Online-B,15,TGT,eng,rus,100,bbc.500823,False,1631728085.875,1631728089.797
6363,73478,engrus0124,Online-B,16,TGT,eng,rus,99,bbc.500823,False,1631728089.809,1631728093.64
6364,73479,engrus0124,Online-B,17,TGT,eng,rus,100,bbc.500823,False,1631728093.651,1631728097.954
6365,73480,engrus0124,Online-B,18,TGT,eng,rus,99,bbc.500823,False,1631728097.965,1631728102.903
6366,73481,engrus0124,Online-B,19,TGT,eng,rus,99,bbc.500823,False,1631728102.915,1631728107.279
6367,73482,engrus0124,Online-B,20,TGT,eng,rus,99,bbc.500823,False,1631728107.291,1631728114.531
6368,73483,engrus0124,Online-B,21,TGT,eng,rus,100,bbc.500823,False,1631728114.542,1631728117.13
6369,73484,engrus0124,Online-B,22,TGT,eng,rus,100,bbc.500823,False,1631728117.141,1631728121.345
6370,73485,engrus0124,Online-B,23,TGT,eng,rus,99,bbc.500823,False,1631728121.357,1631728124.315
6371,73486,engrus0124,Online-B,24,TGT,eng,rus,99,bbc.500823,False,1631728124.321,1631728129.225
6372,73487,engrus0124,Online-B,25,TGT,eng,rus,99,bbc.500823,False,1631728129.236,1631728132.778
6373,73488,engrus0124,Online-B,26,TGT,eng,rus,100,bbc.500823,False,1631728132.789,1631728137.993
6375,73490,engrus0124,Online-B,28,TGT,eng,rus,100,bbc.500823,False,1631728149.542,1631728154.585
6376,73491,engrus0124,Online-B,29,TGT,eng,rus,99,bbc.500823,False,1631728154.597,1631728159.784
6377,73492,engrus0124,Online-B,30,TGT,eng,rus,99,bbc.500823,False,1631728159.795,1631728163.38
6378,73493,engrus0124,Online-B,31,TGT,eng,rus,99,bbc.500823,False,1631728163.39,1631728166.988
6379,73494,engrus0124,Online-B,32,TGT,eng,rus,99,bbc.500823,False,1631728166.999,1631728174.817
6380,73495,engrus0124,Online-B,33,TGT,eng,rus,99,bbc.500823,False,1631728174.828,1631728178.737
6381,73497,engrus0124,Online-B,34,TGT,eng,rus,100,bbc.500823,False,1631728178.748,1631728181.374
6382,73498,engrus0124,Online-B,35,TGT,eng,rus,99,bbc.500823,False,1631728181.385,1631728185.147
6383,73499,engrus0124,Online-B,36,TGT,eng,rus,98,bbc.500823,False,1631728185.158,1631728192.867
6384,73500,engrus0124,Online-B,37,TGT,eng,rus,100,bbc.500823,False,1631728192.879,1631728197.35
6385,73501,engrus0124,Online-B,38,TGT,eng,rus,100,bbc.500823,False,1631728197.361,1631728202.323
6446,73583,engrus011e,NiuTrans,15,TGT,eng,rus,98,guardian.306645,False,1631730210.716,1631730213.771
6451,73591,engrus011e,NiuTrans,20,TGT,eng,rus,98,guardian.306645,False,1631730259.284,1631730264.127
6454,73601,engrus0124,translator-A,3,TGT,eng,rus,98,allafrica.53572,False,1631730570.185,1631730705.751
6455,73602,engrus0124,translator-A,4,TGT,eng,rus,100,allafrica.53572,False,1631730705.763,1631730709.402
6456,73603,engrus0124,translator-A,5,TGT,eng,rus,99,allafrica.53572,False,1631730709.413,1631730713.076
6457,73604,engrus0124,translator-A,6,TGT,eng,rus,99,allafrica.53572,False,1631730713.086,1631730717.775
6458,73605,engrus0124,translator-A,7,TGT,eng,rus,98,allafrica.53572,False,1631730717.787,1631730721.727
6461,73608,engrus0124,translator-A,10,TGT,eng,rus,99,allafrica.53572,False,1631730727.869,1631730730.762
6462,73609,engrus0124,translator-A,11,TGT,eng,rus,98,allafrica.53572,False,1631730730.772,1631730732.917
6465,74373,engrus011e,Facebook-AI,1,TGT,eng,rus,99,en.ndtv.com.75108,False,1631783369.719,1631783376.318
6474,74399,engrus011e,NVIDIA-NeMo,2,TGT,eng,rus,98,rt.com.131279,False,1631783690.076,1631783705.457
6476,74403,engrus011e,NVIDIA-NeMo,4,TGT,eng,rus,98,rt.com.131279,False,1631783710.344,1631783714.619
6479,74408,engrus011e,NVIDIA-NeMo,7,TGT,eng,rus,99,rt.com.131279,False,1631783724.895,1631783726.519
6480,74410,engrus011e,NVIDIA-NeMo,8,TGT,eng,rus,98,rt.com.131279,False,1631783726.525,1631783729.207
6481,74412,engrus011e,NVIDIA-NeMo,9,TGT,eng,rus,99,rt.com.131279,False,1631783729.213,1631783731.975
6482,74413,engrus011e,NVIDIA-NeMo,10,TGT,eng,rus,99,rt.com.131279,False,1631783731.981,1631783734.294
6487,74432,engrus011e,Facebook-AI,5,TGT,eng,rus,98,en.ndtv.com.75108,False,1631783791.414,1631783796.347
6489,74437,engrus011e,translator-B,10,TGT,eng,rus,99,foxnews.106537,False,1631784044.927,1631784077.485
