,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
69868,engrus012c,NVIDIA-NeMo,1,TGT,eng,rus,98,novinite.com.40529,False,1631163984.033,1631164013.025
69869,engrus012c,NVIDIA-NeMo,2,TGT,eng,rus,96,novinite.com.40529,False,1631164013.033,1631164030.093
69870,engrus012c,NVIDIA-NeMo,3,TGT,eng,rus,92,novinite.com.40529,False,1631164030.1,1631164100.997
69871,engrus012c,NVIDIA-NeMo,4,TGT,eng,rus,75,novinite.com.40529,False,1631164101.003,1631164338.883
69872,engrus012c,NVIDIA-NeMo,5,TGT,eng,rus,94,novinite.com.40529,False,1631164338.89,1631164372.059
69873,engrus012c,NVIDIA-NeMo,6,TGT,eng,rus,99,novinite.com.40529,False,1631164372.066,1631164402.814
69875,engrus012c,NiuTrans,6,TGT,eng,rus,48,novinite.com.40529,False,1631165516.464,1631165528.552
69876,engrus012c,NiuTrans,13,TGT,eng,rus,44,novinite.com.40529,True,1631165528.556,1631165536.05
69877,engrus012c,translator-B,0,TGT,eng,rus,99,seattle_times.253486,False,1631165538.032,1631165546.228
69878,engrus012c,translator-B,1,TGT,eng,rus,98,seattle_times.253486,False,1631165546.238,1631165558.736
69879,engrus012c,translator-B,2,TGT,eng,rus,97,seattle_times.253486,False,1631165558.743,1631165577.148
69880,engrus012c,translator-B,3,TGT,eng,rus,98,seattle_times.253486,False,1631165577.154,1631165587.437
69881,engrus012c,translator-B,4,TGT,eng,rus,99,seattle_times.253486,False,1631165587.44,1631165597.706
69882,engrus012c,translator-B,5,TGT,eng,rus,98,seattle_times.253486,False,1631165597.715,1631165612.583
69883,engrus012c,translator-B,6,TGT,eng,rus,98,seattle_times.253486,False,1631165612.59,1631165620.019
69884,engrus012c,translator-B,7,TGT,eng,rus,99,seattle_times.253486,False,1631165620.025,1631165629.654
69885,engrus012c,translator-B,8,TGT,eng,rus,96,seattle_times.253486,False,1631165629.66,1631165639.772
69886,engrus012c,translator-B,9,TGT,eng,rus,97,seattle_times.253486,True,1631165639.776,1631165641.901
69887,engrus012c,Online-W,0,TGT,eng,rus,98,allafrica.53568,False,1631165643.848,1631165658.569
69888,engrus012c,Online-W,1,TGT,eng,rus,98,allafrica.53568,False,1631165658.577,1631165673.605
69889,engrus012c,Online-W,2,TGT,eng,rus,97,allafrica.53568,False,1631165673.611,1631165693.977
69890,engrus012c,Online-W,3,TGT,eng,rus,98,allafrica.53568,False,1631165693.984,1631165710.49
69891,engrus012c,Online-W,4,TGT,eng,rus,99,allafrica.53568,False,1631165710.497,1631165722.272
69892,engrus012c,Online-W,5,TGT,eng,rus,98,allafrica.53568,False,1631165722.277,1631165734.169
69893,engrus012c,Online-W,6,TGT,eng,rus,98,allafrica.53568,True,1631165734.174,1631165739.291
69894,engrus012c,Online-G,0,TGT,eng,rus,100,express.co.uk.44141,False,1631165741.461,1631165761.994
69895,engrus012c,Online-G,2,TGT,eng,rus,100,express.co.uk.44141,False,1631165778.988,1631165786.76
69896,engrus012c,Online-G,3,TGT,eng,rus,99,express.co.uk.44141,False,1631165797.606,1631165824.424
69897,engrus012c,Online-G,4,TGT,eng,rus,100,express.co.uk.44141,True,1631165824.429,1631165826.846
69898,engrus012c,Online-B,0,TGT,eng,rus,99,egyptindependent.com.6424,False,1631165828.281,1631165906.121
69899,engrus012c,Online-B,1,TGT,eng,rus,100,egyptindependent.com.6424,False,1631165906.13,1631165916.625
69900,engrus012c,Online-B,2,TGT,eng,rus,74,egyptindependent.com.6424,False,1631165916.633,1631165939.157
69901,engrus012c,Online-B,3,TGT,eng,rus,99,egyptindependent.com.6424,False,1631165939.163,1631165947.745
69902,engrus012c,Online-B,4,TGT,eng,rus,99,egyptindependent.com.6424,False,1631165947.751,1631165952.149
69903,engrus012c,Online-B,5,TGT,eng,rus,99,egyptindependent.com.6424,False,1631165952.157,1631165959.096
69904,engrus012c,Online-B,6,TGT,eng,rus,99,egyptindependent.com.6424,False,1631165959.103,1631165964.032
69905,engrus012c,Online-B,7,TGT,eng,rus,90,egyptindependent.com.6424,False,1631165964.038,1631165981.267
69906,engrus012c,Online-B,8,TGT,eng,rus,94,egyptindependent.com.6424,False,1631165981.273,1631165986.913
69907,engrus012c,Online-B,9,TGT,eng,rus,91,egyptindependent.com.6424,True,1631165986.917,1631165989.443
69908,engrus012c,NVIDIA-NeMo,0,TGT,eng,rus,75,novinite.com.40529,False,1631165991.111,1631165999.861
69910,engrus012c,NVIDIA-NeMo,2,TGT,eng,rus,99,novinite.com.40529,False,1631166018.271,1631166031.795
69911,engrus012c,NVIDIA-NeMo,3,TGT,eng,rus,18,novinite.com.40529,False,1631166031.802,1631166043.528
69914,engrus012c,NVIDIA-NeMo,6,TGT,eng,rus,94,novinite.com.40529,False,1631166070.96,1631166087.341
69915,engrus012c,NVIDIA-NeMo,7,TGT,eng,rus,98,novinite.com.40529,False,1631166087.348,1631166097.455
69917,engrus012c,NVIDIA-NeMo,9,TGT,eng,rus,95,novinite.com.40529,False,1631166110.662,1631166130.012
69921,engrus012c,NVIDIA-NeMo,13,TGT,eng,rus,18,novinite.com.40529,True,1631166163.115,1631166166.359
69922,engrus012c,Manifold,0,TGT,eng,rus,98,kcal.8567,False,1631166167.9,1631166237.192
69923,engrus012c,Manifold,1,TGT,eng,rus,90,kcal.8567,False,1631166237.199,1631166244.801
69924,engrus012c,Manifold,2,TGT,eng,rus,99,kcal.8567,False,1631166244.808,1631166251.234
69925,engrus012c,Manifold,3,TGT,eng,rus,97,kcal.8567,False,1631166251.24,1631166260.462
70126,engrus0130,Online-W,0,TGT,eng,rus,98,egyptindependent.com.6408,False,1631474978.01,1631474988.898
70127,engrus0130,Online-W,1,TGT,eng,rus,100,egyptindependent.com.6408,False,1631474988.907,1631475017.524
70128,engrus0130,Online-W,2,TGT,eng,rus,99,egyptindependent.com.6408,False,1631475017.531,1631475037.067
70129,engrus0130,Online-W,3,TGT,eng,rus,99,egyptindependent.com.6408,False,1631475037.074,1631475055.539
70130,engrus0130,Online-W,4,TGT,eng,rus,99,egyptindependent.com.6408,False,1631475055.546,1631475066.767
70131,engrus0130,Online-W,5,TGT,eng,rus,98,egyptindependent.com.6408,False,1631475066.773,1631475089.494
70132,engrus0130,Online-W,6,TGT,eng,rus,98,egyptindependent.com.6408,False,1631475089.501,1631475116.278
70133,engrus0130,Online-W,7,TGT,eng,rus,99,egyptindependent.com.6408,False,1631475116.287,1631475125.008
70134,engrus0130,Online-W,8,TGT,eng,rus,100,egyptindependent.com.6408,False,1631475125.015,1631475140.905
70135,engrus0130,Online-W,9,TGT,eng,rus,100,egyptindependent.com.6408,False,1631475140.912,1631475155.345
70136,engrus0130,Online-W,10,TGT,eng,rus,98,egyptindependent.com.6408,True,1631475155.349,1631475161.354
70137,engrus0130,Online-W,0,TGT,eng,rus,99,rt.com.131263,False,1631475162.889,1631475170.71
70138,engrus0130,Online-W,1,TGT,eng,rus,100,rt.com.131263,False,1631475170.717,1631475188.333
70139,engrus0130,Online-W,2,TGT,eng,rus,100,rt.com.131263,False,1631475188.34,1631475207.424
70140,engrus0130,Online-W,3,TGT,eng,rus,100,rt.com.131263,False,1631475207.431,1631475224.438
70141,engrus0130,Online-W,4,TGT,eng,rus,99,rt.com.131263,False,1631475224.444,1631475234.992
70142,engrus0130,Online-W,5,TGT,eng,rus,100,rt.com.131263,False,1631475234.998,1631475237.744
70143,engrus0130,Online-W,6,TGT,eng,rus,100,rt.com.131263,False,1631475237.75,1631475244.821
70144,engrus0130,Online-W,7,TGT,eng,rus,100,rt.com.131263,False,1631475244.827,1631475252.292
70145,engrus0130,Online-W,8,TGT,eng,rus,100,rt.com.131263,False,1631475252.3,1631475260.454
70146,engrus0130,Online-W,9,TGT,eng,rus,100,rt.com.131263,False,1631475260.46,1631475270.873
70147,engrus0130,Online-W,10,TGT,eng,rus,99,rt.com.131263,False,1631475270.88,1631475278.853
70148,engrus0130,Online-W,11,TGT,eng,rus,100,rt.com.131263,False,1631475278.86,1631475285.022
70149,engrus0130,Online-W,12,TGT,eng,rus,99,rt.com.131263,False,1631475285.028,1631475295.909
70150,engrus0130,Online-W,13,TGT,eng,rus,100,rt.com.131263,False,1631475295.916,1631475314.491
70151,engrus0130,Online-W,14,TGT,eng,rus,100,rt.com.131263,False,1631475314.498,1631475318.119
70152,engrus0130,Online-W,15,TGT,eng,rus,99,rt.com.131263,False,1631475320.91,1631475322.486
70153,engrus0130,Online-W,16,TGT,eng,rus,99,rt.com.131263,False,1631475322.493,1631475325.512
70154,engrus0130,Online-W,17,TGT,eng,rus,100,rt.com.131263,False,1631475325.519,1631475329.657
70155,engrus0130,Online-W,18,TGT,eng,rus,100,rt.com.131263,True,1631475329.661,1631475331.782
70156,engrus0130,NVIDIA-NeMo,0,TGT,eng,rus,99,standard.co.uk.57834,False,1631475333.391,1631475344.79
70157,engrus0130,NVIDIA-NeMo,1,TGT,eng,rus,100,standard.co.uk.57834,False,1631475344.797,1631475356.46
70158,engrus0130,NVIDIA-NeMo,2,TGT,eng,rus,99,standard.co.uk.57834,False,1631475356.466,1631475368.989
70915,engrus0131,Facebook-AI,10,TGT,eng,rus,99,guardian.306645,False,1631592829.919,1631592836.926
70916,engrus0131,Facebook-AI,11,TGT,eng,rus,75,guardian.306645,False,1631592836.933,1631592845.145
70917,engrus0131,Facebook-AI,12,TGT,eng,rus,99,guardian.306645,False,1631592845.152,1631592852.357
70918,engrus0131,Facebook-AI,13,TGT,eng,rus,99,guardian.306645,False,1631592852.364,1631592859.875
70919,engrus0131,Facebook-AI,14,TGT,eng,rus,99,guardian.306645,False,1631592859.881,1631592868.382
70920,engrus0131,Facebook-AI,15,TGT,eng,rus,99,guardian.306645,False,1631592868.389,1631592872.231
70921,engrus0131,Facebook-AI,16,TGT,eng,rus,99,guardian.306645,False,1631592872.238,1631592882.921
70922,engrus0131,Facebook-AI,17,TGT,eng,rus,99,guardian.306645,False,1631592882.928,1631592888.268
70923,engrus0131,Facebook-AI,18,TGT,eng,rus,99,guardian.306645,False,1631592888.276,1631592903.303
70924,engrus0131,Facebook-AI,19,TGT,eng,rus,100,guardian.306645,False,1631592903.308,1631592910.202
70925,engrus0131,Facebook-AI,20,TGT,eng,rus,99,guardian.306645,False,1631592910.209,1631592912.272
70926,engrus0131,Facebook-AI,21,TGT,eng,rus,98,guardian.306645,False,1631592912.279,1631592935.533
70927,engrus0131,Facebook-AI,22,TGT,eng,rus,94,guardian.306645,False,1631592935.786,1631592958.555
70928,engrus0131,Facebook-AI,23,TGT,eng,rus,99,guardian.306645,False,1631592958.562,1631592964.158
70929,engrus0131,Facebook-AI,24,TGT,eng,rus,99,guardian.306645,False,1631592964.164,1631592969.968
70930,engrus0131,Facebook-AI,25,TGT,eng,rus,97,guardian.306645,True,1631592969.972,1631592972.785
70931,engrus0125,NVIDIA-NeMo,10,TGT,eng,rus,83,en.ndtv.com.75106,False,1631602395.685,1631602401.265
70932,engrus011c,Online-W,0,TGT,eng,rus,78,guardian.306625,False,1631602391.277,1631602408.776
70933,engrus011c,Online-W,1,TGT,eng,rus,97,guardian.306625,False,1631602408.782,1631602411.415
70934,engrus011c,Online-W,2,TGT,eng,rus,98,guardian.306625,False,1631602411.42,1631602414.653
70935,engrus011c,Online-W,3,TGT,eng,rus,98,guardian.306625,False,1631602414.658,1631602419.219
70936,engrus011c,Online-W,4,TGT,eng,rus,99,guardian.306625,False,1631602419.224,1631602422.489
70937,engrus011c,Online-W,5,TGT,eng,rus,98,guardian.306625,False,1631602422.494,1631602424.521
70938,engrus011c,Online-W,6,TGT,eng,rus,99,guardian.306625,False,1631602424.527,1631602429.969
70939,engrus011c,Online-W,7,TGT,eng,rus,99,guardian.306625,False,1631602429.975,1631602434.422
70940,engrus011c,Online-W,8,TGT,eng,rus,99,guardian.306625,False,1631602434.427,1631602438.996
70941,engrus011c,Online-W,9,TGT,eng,rus,99,guardian.306625,False,1631602439.001,1631602441.035
70942,engrus011c,Online-W,10,TGT,eng,rus,99,guardian.306625,False,1631602441.041,1631602444.686
70943,engrus011c,Online-W,11,TGT,eng,rus,92,guardian.306625,False,1631602444.691,1631602452.073
70944,engrus0125,NVIDIA-NeMo,11,TGT,eng,rus,76,en.ndtv.com.75106,False,1631602401.276,1631602460.489
70945,engrus011c,Online-W,12,TGT,eng,rus,93,guardian.306625,False,1631602452.078,1631602462.517
70946,engrus011c,Online-W,13,TGT,eng,rus,99,guardian.306625,False,1631602462.522,1631602464.662
70947,engrus011c,Online-W,14,TGT,eng,rus,99,guardian.306625,False,1631602464.667,1631602471.589
70948,engrus011c,Online-W,15,TGT,eng,rus,98,guardian.306625,False,1631602471.595,1631602476.309
70949,engrus0125,NVIDIA-NeMo,12,TGT,eng,rus,77,en.ndtv.com.75106,False,1631602460.499,1631602477.125
70950,engrus011c,Online-W,16,TGT,eng,rus,99,guardian.306625,False,1631602476.314,1631602480.145
70951,engrus011c,Online-W,17,TGT,eng,rus,99,guardian.306625,False,1631602480.151,1631602483.116
70952,engrus011c,Online-W,18,TGT,eng,rus,99,guardian.306625,False,1631602483.121,1631602488.345
70953,engrus011c,Online-W,19,TGT,eng,rus,99,guardian.306625,False,1631602488.35,1631602492.173
70954,engrus0125,NVIDIA-NeMo,13,TGT,eng,rus,78,en.ndtv.com.75106,False,1631602477.136,1631602492.3
70955,engrus0125,NVIDIA-NeMo,14,TGT,eng,rus,80,en.ndtv.com.75106,False,1631602492.311,1631602502.256
70956,engrus011c,Online-W,21,TGT,eng,rus,98,guardian.306625,False,1631602497.239,1631602503.809
70957,engrus011c,Online-W,22,TGT,eng,rus,75,guardian.306625,False,1631602503.814,1631602522.926
70958,engrus011c,Online-W,23,TGT,eng,rus,97,guardian.306625,False,1631602522.931,1631602527.581
70959,engrus0125,NVIDIA-NeMo,15,TGT,eng,rus,60,en.ndtv.com.75106,False,1631602502.266,1631602532.622
70960,engrus011c,Online-W,24,TGT,eng,rus,98,guardian.306625,False,1631602527.586,1631602534.259
70961,engrus011c,Online-W,25,TGT,eng,rus,94,guardian.306625,True,1631602534.262,1631602536.38
70962,engrus011c,Manifold,0,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602537.689,1631602552.149
70963,engrus0125,NVIDIA-NeMo,16,TGT,eng,rus,51,en.ndtv.com.75106,False,1631602532.633,1631602558.193
70964,engrus011c,Manifold,1,TGT,eng,rus,83,thesun.co.uk.114364,False,1631602552.156,1631602558.841
70965,engrus011c,Manifold,2,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602558.847,1631602565.39
70966,engrus011c,Manifold,3,TGT,eng,rus,99,thesun.co.uk.114364,False,1631602565.395,1631602567.414
70967,engrus011c,Manifold,4,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602567.419,1631602574.351
70968,engrus011c,Manifold,5,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602574.356,1631602579.92
70969,engrus0125,NVIDIA-NeMo,17,TGT,eng,rus,76,en.ndtv.com.75106,False,1631602558.204,1631602583.783
70970,engrus011c,Manifold,6,TGT,eng,rus,91,thesun.co.uk.114364,False,1631602579.926,1631602587.909
70971,engrus0125,NVIDIA-NeMo,18,TGT,eng,rus,80,en.ndtv.com.75106,False,1631602583.794,1631602593.712
70972,engrus011c,Manifold,7,TGT,eng,rus,99,thesun.co.uk.114364,False,1631602587.914,1631602594.685
70973,engrus011c,Manifold,8,TGT,eng,rus,82,thesun.co.uk.114364,False,1631602594.69,1631602605.702
70974,engrus0125,NVIDIA-NeMo,19,TGT,eng,rus,85,en.ndtv.com.75106,False,1631602593.724,1631602607.566
70975,engrus011c,Manifold,9,TGT,eng,rus,96,thesun.co.uk.114364,False,1631602605.707,1631602614.687
70976,engrus011c,Manifold,10,TGT,eng,rus,67,thesun.co.uk.114364,False,1631602614.691,1631602620.434
70977,engrus011c,Manifold,11,TGT,eng,rus,98,thesun.co.uk.114364,False,1631602620.439,1631602625.897
70978,engrus011c,Manifold,12,TGT,eng,rus,81,thesun.co.uk.114364,False,1631602625.902,1631602639.266
70979,engrus0125,NVIDIA-NeMo,20,TGT,eng,rus,88,en.ndtv.com.75106,False,1631602607.577,1631602650.364
70980,engrus011c,Manifold,13,TGT,eng,rus,93,thesun.co.uk.114364,False,1631602639.27,1631602666.379
70981,engrus011c,Manifold,14,TGT,eng,rus,96,thesun.co.uk.114364,False,1631602666.385,1631602677.074
70982,engrus011c,Manifold,15,TGT,eng,rus,96,thesun.co.uk.114364,True,1631602677.077,1631602680.392
70983,engrus011c,translator-A,0,TGT,eng,rus,98,foxnews.106537,False,1631602681.716,1631602690.489
70984,engrus011c,translator-A,1,TGT,eng,rus,98,foxnews.106537,False,1631602690.495,1631602697.62
70985,engrus011c,translator-A,2,TGT,eng,rus,98,foxnews.106537,False,1631602697.625,1631602703.164
70986,engrus011c,translator-A,3,TGT,eng,rus,98,foxnews.106537,False,1631602703.169,1631602710.458
70987,engrus011c,translator-A,4,TGT,eng,rus,99,foxnews.106537,False,1631602710.463,1631602713.203
70988,engrus011c,translator-A,5,TGT,eng,rus,98,foxnews.106537,False,1631602713.209,1631602723.086
70989,engrus011c,translator-A,6,TGT,eng,rus,94,foxnews.106537,False,1631602723.091,1631602733.017
70990,engrus011c,translator-A,7,TGT,eng,rus,99,foxnews.106537,False,1631602733.022,1631602738.407
70991,engrus011c,translator-A,8,TGT,eng,rus,97,foxnews.106537,False,1631602738.412,1631602742.494
70992,engrus011c,translator-A,9,TGT,eng,rus,97,foxnews.106537,False,1631602742.5,1631602748.927
70993,engrus011c,translator-A,10,TGT,eng,rus,96,foxnews.106537,False,1631602748.932,1631602757.344
70994,engrus011c,translator-A,11,TGT,eng,rus,99,foxnews.106537,False,1631602757.348,1631602761.075
70995,engrus011c,translator-A,12,TGT,eng,rus,98,foxnews.106537,False,1631602761.08,1631602763.681
70996,engrus011c,translator-A,13,TGT,eng,rus,97,foxnews.106537,False,1631602763.686,1631602771.145
70997,engrus011c,translator-A,14,TGT,eng,rus,98,foxnews.106537,True,1631602771.148,1631602776.082
70998,engrus0125,NVIDIA-NeMo,21,TGT,eng,rus,72,en.ndtv.com.75106,True,1631602650.371,1631602934.721
70999,engrus011c,Manifold,1,TGT,eng,rus,24,rt.com.131279,False,1631602936.301,1631602941.273
71000,engrus011c,Manifold,2,TGT,eng,rus,49,rt.com.131279,False,1631602941.278,1631602954.907
71001,engrus011c,Manifold,3,TGT,eng,rus,55,rt.com.131279,False,1631602954.912,1631602968.087
71002,engrus011c,Manifold,4,TGT,eng,rus,77,rt.com.131279,False,1631602968.093,1631602978.27
71003,engrus011c,Manifold,5,TGT,eng,rus,62,rt.com.131279,False,1631602978.276,1631602988.876
71004,engrus011c,Manifold,6,TGT,eng,rus,58,rt.com.131279,False,1631602988.881,1631603008.097
71005,engrus011c,Manifold,7,TGT,eng,rus,93,rt.com.131279,False,1631603008.102,1631603015.009
71006,engrus011c,Manifold,8,TGT,eng,rus,90,rt.com.131279,False,1631603015.014,1631603021.29
71007,engrus011c,Manifold,9,TGT,eng,rus,96,rt.com.131279,False,1631603021.295,1631603024.77
71008,engrus011c,Manifold,10,TGT,eng,rus,97,rt.com.131279,False,1631603024.775,1631603029.133
71009,engrus011c,Manifold,11,TGT,eng,rus,98,rt.com.131279,False,1631603029.138,1631603035.895
71010,engrus011c,Manifold,12,TGT,eng,rus,75,rt.com.131279,False,1631603035.9,1631603042.385
71011,engrus011c,Manifold,13,TGT,eng,rus,64,rt.com.131279,True,1631603042.388,1631603049.451
71012,engrus011c,Manifold,0,TGT,eng,rus,58,rt.com.131279,False,1631603050.927,1631603060.013
71015,engrus011c,Manifold,3,TGT,eng,rus,60,rt.com.131279,False,1631603070.956,1631603086.411
71017,engrus011c,Manifold,5,TGT,eng,rus,58,rt.com.131279,False,1631603095.187,1631603101.594
71018,engrus011c,Manifold,6,TGT,eng,rus,61,rt.com.131279,False,1631603101.599,1631603131.402
71019,engrus011c,Manifold,7,TGT,eng,rus,94,rt.com.131279,False,1631603131.407,1631603135.675
71020,engrus011c,Manifold,8,TGT,eng,rus,96,rt.com.131279,False,1631603135.68,1631603140.992
71022,engrus011c,Manifold,10,TGT,eng,rus,96,rt.com.131279,False,1631603143.295,1631603147.328
71025,engrus011c,Manifold,13,TGT,eng,rus,50,rt.com.131279,True,1631603161.89,1631603168.219
71027,engrus011c,Facebook-AI,1,TGT,eng,rus,78,en.ndtv.com.75164,False,1631603182.924,1631603201.41
71029,engrus011c,Manifold,14,TGT,eng,rus,98,cbsnews.377408,False,1631603534.584,1631603541.441
71030,engrus011c,Manifold,15,TGT,eng,rus,98,cbsnews.377408,False,1631603541.447,1631603547.228
71031,engrus011c,Manifold,16,TGT,eng,rus,99,cbsnews.377408,False,1631603547.234,1631603553.232
71032,engrus011c,Manifold,17,TGT,eng,rus,99,cbsnews.377408,False,1631603553.238,1631603557.773
71033,engrus011c,Manifold,18,TGT,eng,rus,99,cbsnews.377408,False,1631603557.778,1631603560.574
71034,engrus011c,Manifold,19,TGT,eng,rus,99,cbsnews.377408,False,1631603560.579,1631603563.123
71035,engrus011c,Manifold,20,TGT,eng,rus,99,cbsnews.377408,False,1631603563.129,1631603575.773
71036,engrus011c,Manifold,21,TGT,eng,rus,99,cbsnews.377408,False,1631603575.778,1631603577.335
71037,engrus011c,Manifold,22,TGT,eng,rus,99,cbsnews.377408,False,1631603577.341,1631603584.911
71038,engrus011c,Manifold,23,TGT,eng,rus,99,cbsnews.377408,False,1631603584.917,1631603587.841
71039,engrus011c,Manifold,24,TGT,eng,rus,98,cbsnews.377408,False,1631603587.846,1631603598.935
71040,engrus011c,Manifold,26,TGT,eng,rus,97,cbsnews.377408,True,1631603619.034,1631603628.799
71041,engrus011c,Online-G,0,TGT,eng,rus,97,dailymail.co.uk.432355,False,1631603630.196,1631603639.757
71042,engrus011c,Online-G,1,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603639.764,1631603645.52
71043,engrus011c,Online-G,2,TGT,eng,rus,92,dailymail.co.uk.432355,False,1631603645.525,1631603659.185
71044,engrus011c,Online-G,3,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603659.191,1631603666.219
71045,engrus011c,Online-G,4,TGT,eng,rus,88,dailymail.co.uk.432355,False,1631603666.225,1631603683.267
71046,engrus011c,Online-G,5,TGT,eng,rus,94,dailymail.co.uk.432355,False,1631603683.272,1631603694.0
71047,engrus011c,Online-G,6,TGT,eng,rus,94,dailymail.co.uk.432355,False,1631603694.005,1631603706.193
71048,engrus0125,NVIDIA-NeMo,11,TGT,eng,rus,54,en.ndtv.com.75106,False,1631603502.555,1631603710.625
71049,engrus011c,Online-G,7,TGT,eng,rus,97,dailymail.co.uk.432355,False,1631603706.199,1631603711.252
71050,engrus011c,Online-G,8,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603711.257,1631603717.25
71051,engrus011c,Online-G,9,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603717.255,1631603723.203
71053,engrus011c,Online-G,10,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603723.208,1631603732.281
71054,engrus0125,NVIDIA-NeMo,13,TGT,eng,rus,84,en.ndtv.com.75106,False,1631603726.533,1631603744.387
71055,engrus011c,Online-G,11,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603732.286,1631603746.576
71056,engrus0125,NVIDIA-NeMo,14,TGT,eng,rus,84,en.ndtv.com.75106,False,1631603744.394,1631603749.806
71057,engrus011c,Online-G,12,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603746.581,1631603751.707
71058,engrus011c,Online-G,13,TGT,eng,rus,94,dailymail.co.uk.432355,False,1631603751.713,1631603763.978
71060,engrus011c,Online-G,14,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603763.983,1631603770.344
71062,engrus011c,Online-G,15,TGT,eng,rus,99,dailymail.co.uk.432355,False,1631603770.349,1631603780.505
71063,engrus011c,Online-G,16,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603780.509,1631603785.395
71065,engrus0125,NVIDIA-NeMo,18,TGT,eng,rus,84,en.ndtv.com.75106,False,1631603786.864,1631603796.439
71066,engrus011c,Online-G,17,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603785.4,1631603798.032
71067,engrus011c,Online-G,18,TGT,eng,rus,98,dailymail.co.uk.432355,False,1631603798.038,1631603800.825
71068,engrus011c,Online-G,19,TGT,eng,rus,97,dailymail.co.uk.432355,True,1631603800.828,1631603804.12
71070,engrus0125,NVIDIA-NeMo,20,TGT,eng,rus,79,en.ndtv.com.75106,False,1631603808.325,1631603815.208
71071,engrus0125,NVIDIA-NeMo,21,TGT,eng,rus,46,en.ndtv.com.75106,True,1631603815.214,1631603825.086
71072,engrus0125,translator-B,0,TGT,eng,rus,99,en.ndtv.com.75106,False,1631603826.971,1631603906.143
71073,engrus0125,translator-B,1,TGT,eng,rus,95,en.ndtv.com.75106,False,1631603906.156,1631603924.079
71074,engrus0125,translator-B,2,TGT,eng,rus,78,en.ndtv.com.75106,False,1631603924.091,1631603960.641
71075,engrus011d,Online-W,0,TGT,eng,rus,93,en.ndtv.com.75114,False,1631604046.97,1631604054.658
71076,engrus0125,NiuTrans,10,TGT,eng,rus,95,standard.co.uk.57834,False,1631604769.749,1631604782.076
71077,engrus011d,translator-A,0,TGT,eng,rus,88,thesun.co.uk.114364,False,1631604336.958,1631604796.281
71078,engrus011d,translator-A,1,TGT,eng,rus,96,thesun.co.uk.114364,False,1631604796.29,1631604803.397
71079,engrus011d,translator-A,2,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604803.403,1631604810.282
71080,engrus0125,NiuTrans,11,TGT,eng,rus,97,standard.co.uk.57834,False,1631604782.087,1631604811.488
71081,engrus011d,translator-A,3,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604810.288,1631604815.795
71082,engrus011d,translator-A,4,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604815.8,1631604822.971
71083,engrus011d,translator-A,5,TGT,eng,rus,99,thesun.co.uk.114364,False,1631604822.976,1631604827.778
71084,engrus011d,translator-A,6,TGT,eng,rus,89,thesun.co.uk.114364,False,1631604827.783,1631604832.904
71085,engrus0125,NiuTrans,12,TGT,eng,rus,90,standard.co.uk.57834,False,1631604811.498,1631604841.077
71086,engrus0125,NiuTrans,13,TGT,eng,rus,96,standard.co.uk.57834,False,1631604841.087,1631604849.763
71087,engrus011d,translator-A,7,TGT,eng,rus,96,thesun.co.uk.114364,False,1631604845.092,1631604856.94
71088,engrus011d,translator-A,8,TGT,eng,rus,97,thesun.co.uk.114364,False,1631604856.947,1631604864.613
71089,engrus011d,translator-A,9,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604864.619,1631604869.341
71090,engrus0125,NiuTrans,14,TGT,eng,rus,76,standard.co.uk.57834,False,1631604849.774,1631604872.857
71091,engrus011d,translator-A,10,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604869.346,1631604876.011
71092,engrus011d,translator-A,11,TGT,eng,rus,98,thesun.co.uk.114364,False,1631604876.016,1631604883.026
71093,engrus0125,NiuTrans,15,TGT,eng,rus,97,standard.co.uk.57834,False,1631604872.867,1631604887.107
71094,engrus011d,translator-A,12,TGT,eng,rus,96,thesun.co.uk.114364,False,1631604883.031,1631604889.736
71095,engrus011d,translator-A,13,TGT,eng,rus,95,thesun.co.uk.114364,False,1631604889.741,1631604898.851
71096,engrus0125,NiuTrans,16,TGT,eng,rus,94,standard.co.uk.57834,False,1631604887.117,1631604906.857
71097,engrus011d,translator-A,14,TGT,eng,rus,80,thesun.co.uk.114364,False,1631604898.856,1631604908.512
71098,engrus011d,translator-A,15,TGT,eng,rus,96,thesun.co.uk.114364,True,1631604908.515,1631604910.657
