word,upos,xpos,deprel,case,gender,number,animacy,score,ner
",",PUNCT,,punct,,,,,0.201581409735664,NONE
как,SCONJ,,mark,,,,,0.0205518866961555,NONE
утверждалось,VERB,,parataxis,,Neut,Sing,,0.0073063095135428,NONE
в,ADP,,case,,,,,0.039785857819969,NONE
одной,NUM,,obl,Loc,Fem,,,0.0056621353059908,NONE
из,ADP,,case,,,,,0.0476957764502247,NONE
статей,NOUN,,nmod,Gen,Fem,Plur,Inan,0.0252076515863745,NONE
газеты,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0016480332972792,NONE
по,ADP,,case,,,,,0.0296832056858908,NONE
данному,ADJ,,amod,Dat,Neut,Sing,,0.0401823150284106,NONE
делу,NOUN,,nmod,Dat,Neut,Sing,Inan,-0.0372236861935115,NONE
.,PUNCT,,punct,,,,,0.6638311907337743,NONE
"""",PUNCT,,punct,,,,,0.2839651174788724,NONE
Выходи,VERB,,root,,,Sing,,0.0576460263059585,NONE
за,ADP,,case,,,,,0.1629722366216677,NONE
меня,PRON,,obl,Acc,,Sing,,-0.0903007215408139,NONE
снова,ADV,,advmod,,,,,-0.2646727974150714,NONE
",",PUNCT,,punct,,,,,0.0505121791220804,NONE
пожалуйста,ADV,,parataxis,,,,,-0.3202972781702991,NONE
",",PUNCT,,punct,,,,,-0.021560473502635,NONE
"""",PUNCT,,punct,,,,,0.4073406944969305,NONE
"""",PUNCT,,punct,,,,,0.4801755716691147,NONE
сказал,VERB,,parataxis,,Masc,Sing,,0.3887532667213466,NONE
Алекс,PROPN,,nsubj,Nom,Masc,Sing,Anim,0.2108953855368394,PER
.,PUNCT,,punct,,,,,-0.0392137763806863,NONE
"""",PUNCT,,root,,,,,0.0877189111545323,NONE
В,ADP,,cc,,,,,0.0169093114477809,NONE
то,DET,,fixed,Acc,Neut,Sing,,0.3433472063923657,NONE
время,NOUN,,fixed,Acc,Neut,Sing,Inan,-0.2370885267781581,NONE
как,SCONJ,,fixed,,,,,0.0987329589371198,NONE
лагерь,NOUN,,nsubj:pass,Nom,Masc,Sing,Inan,0.0108548547093656,NONE
Балакот,PROPN,,appos,Nom,Masc,Sing,Inan,-0.0482614620970478,PER
был,AUX,,aux:pass,,Masc,Sing,,0.0120175215189509,NONE
реанимирован,VERB,,advcl,,Masc,Sing,,0.0498652314376669,NONE
Джаиш-и-Мухаммедом,PROPN,,flat:name,Ins,Masc,Sing,Anim,0.1877355289448037,NONE
",",PUNCT,,punct,,,,,0.1744559043789077,NONE
Лашкар-и-Тайба,NOUN,,nsubj,Nom,Masc,Sing,Anim,0.0950166540841128,ORG
активировал,VERB,,root,,Masc,Sing,,0.0585511910091594,NONE
два,NUM,,nummod:gov,Acc,Masc,,Inan,0.0319402238193618,NONE
своих,DET,,det,Gen,,Plur,,0.0839365058536683,NONE
морских,ADJ,,amod,Gen,,Plur,,0.1483212230761525,NONE
лагеря,NOUN,,obj,Gen,Masc,Sing,Inan,0.0016541128724749,NONE
в,ADP,,case,,,,,-0.0007270546980731,NONE
Мирпуре,PROPN,,obl,Loc,Masc,Sing,Inan,0.0545356460092816,LOC
и,CCONJ,,cc,,,,,-0.0419654601226198,NONE
Сиалькоте,PROPN,,conj,Loc,Masc,Sing,Inan,0.1396066987600337,LOC
.,PUNCT,,punct,,,,,0.3767786070841373,NONE
Но,CCONJ,,cc,,,,,-0.2027429018355551,NONE
неспособность,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.1418766933628655,NONE
медицинской,ADJ,,amod,Gen,Fem,Sing,,-0.0863175975646142,NONE
системы,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.1202062415205823,NONE
США,PROPN,,nmod,Gen,,Plur,Inan,-0.0293498940379449,LOC
соответствовать,VERB,,obl,,,,,-0.0894005108713504,NONE
этому,DET,,det,Dat,Masc,Sing,,-0.1271736447861383,NONE
результату,NOUN,,iobj,Dat,Masc,Sing,Inan,-0.1122630049721311,NONE
означала,VERB,,root,,Fem,Sing,,0.0358998930349938,NONE
",",PUNCT,,punct,,,,,0.0695208330558291,NONE
что,SCONJ,,mark,,,,,0.0263794529162501,NONE
другие,ADJ,,amod,Nom,,Plur,,-0.0140412704014369,NONE
многообещающие,ADJ,,amod,Nom,,Plur,,0.1153938130926134,NONE
методы,NOUN,,nsubj,Nom,Masc,Plur,Inan,-0.0980595227817156,NONE
лечения,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.1015552954731215,NONE
",",PUNCT,,punct,,,,,-0.0072804841132919,NONE
которые,PRON,,nsubj:pass,Nom,,,,-0.0460770795720609,NONE
могли,VERB,,acl:relcl,,,Plur,,-0.1684552280676341,NONE
быть,AUX,,aux:pass,,,,,-0.0999704143030774,NONE
разрешены,VERB,,xcomp,,,Plur,,-0.005608290419956,NONE
для,ADP,,case,,,,,-0.2427112973337981,NONE
широкого,ADJ,,amod,Gen,Neut,Sing,,-0.1282029104642172,NONE
использования,NOUN,,obl,Gen,Neut,Sing,Inan,-0.1860110899255347,NONE
",",PUNCT,,punct,,,,,0.0150965813010445,NONE
все,PART,,advmod,,,,,-0.7069148015814967,NONE
еще,ADV,,advmod,,,,,-0.1747960883910058,NONE
нуждаются,VERB,,ccomp,,,Plur,,-0.0561606904483739,NONE
в,ADP,,case,,,,,0.0715799432534469,NONE
оценке,NOUN,,obl,Loc,Fem,Sing,Inan,-0.0475428777056115,NONE
.,PUNCT,,punct,,,,,0.195880779091232,NONE
«Такая,ADJ,,det,Nom,Fem,Sing,,0.3576071179181757,NONE
возможность,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.0466341105118365,NONE
выпадает,VERB,,root,,,Sing,,0.0707852645935056,NONE
крайне,ADV,,obl,,,,,0.0648257607349763,NONE
редко»,ADJ,,obl,Ins,Fem,Sing,,0.1741149939151493,NONE
",",PUNCT,,punct,,,,,0.2422710803498665,NONE
-,PUNCT,,punct,,,,,0.2544111730059861,NONE
подметил,VERB,,parataxis,,Masc,Sing,,0.3405531950222319,NONE
господин,NOUN,,nsubj,Nom,Masc,Sing,Anim,-0.007421764035536,NONE
Хилл,PROPN,,appos,Nom,Masc,Sing,Anim,0.1326385263394131,PER
.,PUNCT,,punct,,,,,-0.0539839439803114,NONE
-,PUNCT,,punct,,,,,0.2234537867108225,NONE
У,ADP,,case,,,,,0.0146844453913611,NONE
ДЧС,PROPN,,obl,Gen,Fem,Sing,Inan,0.100729079557235,ORG
есть,VERB,,root,,,Sing,,-0.0054383237600368,NONE
кровь,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.1902845974237117,NONE
на,ADP,,case,,,,,-0.0333215126940136,NONE
руках,NOUN,,nmod,Loc,Fem,Plur,Inan,0.1332427145219195,NONE
",",PUNCT,,punct,,,,,0.1185118865456135,NONE
-,PUNCT,,punct,,,,,-0.1223478734901662,NONE
сказал,VERB,,parataxis,,Masc,Sing,,0.1825557178978234,NONE
адвокат,NOUN,,nsubj,Nom,Masc,Sing,Anim,-0.0551290978093523,NONE
Хернандеса,PROPN,,nmod,Gen,Masc,Sing,Anim,0.0713943098525206,PER
Брайан,PROPN,,appos,Nom,Masc,Sing,Anim,0.206756077425393,PER
Клейпул,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.025895446823441,PER
.,PUNCT,,punct,,,,,0.1683205155700319,NONE
Лейбористский,ADJ,,amod,Nom,Masc,Sing,,0.7867831368472098,NONE
депутат,NOUN,,nsubj,Nom,Masc,Sing,Anim,0.0372258472946195,NONE
Джесс,PROPN,,appos,Nom,Masc,Sing,Anim,0.0442493891793871,PER
Филлипс,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.0636705764816389,PER
сказал,VERB,,root,,Masc,Sing,,0.0240241813250502,NONE
в,ADP,,case,,,,,0.039302788121592,NONE
субботу,NOUN,,obl,Acc,Fem,Sing,Inan,0.0188299401955765,NONE
:,PUNCT,,punct,,,,,0.0940391586115757,NONE
«Только,PART,,advmod,,,,,0.0740026804635777,NONE
что,SCONJ,,fixed,,,,,-0.0038435931711831,NONE
видел,VERB,,parataxis,,Masc,Sing,,0.0544798883367189,NONE
все,DET,,det,Acc,,Plur,,0.0305453704240106,NONE
вещи,NOUN,,obj,Acc,Fem,Plur,Inan,0.1690358750269618,NONE
Уайли,PROPN,,nmod,Gen,Masc,Sing,Anim,0.017051039826873,PER
.,PUNCT,,punct,,,,,-0.026958312883528,NONE
С,ADP,,case,,,,,0.0665822090326277,NONE
какой,DET,,det,Gen,Fem,Sing,,-0.0128341788185702,NONE
стати,NOUN,,obl,Gen,Fem,Sing,Inan,-0.0007914008546645,NONE
@Twitter,PROPN,,nmod,,,,,0.0695886677770218,ORG
оставили,VERB,,root,,,Plur,,0.0288269209622407,NONE
такой,DET,,det,Acc,Masc,Sing,,-0.0207176401727354,NONE
вопиющий,ADJ,,amod,Acc,Masc,Sing,Inan,0.0306696145535819,NONE
антисемитизм,NOUN,,obj,Acc,Masc,Sing,Inan,0.0369803968822123,NONE
и,CCONJ,,cc,,,,,-0.04775424890437,NONE
ненависть,NOUN,,conj,Acc,Fem,Sing,Inan,0.1017581074197091,NONE
?,PUNCT,,punct,,,,,0.0087700697034771,NONE
Это,PRON,,nsubj,Nom,Neut,Sing,Inan,0.0958037702909114,NONE
бьет,VERB,,root,,,Sing,,0.0806094187294642,NONE
по,ADP,,case,,,,,-0.0120905643733713,NONE
всем,DET,,det,Dat,,Plur,,0.0104084644943781,NONE
опасным,ADJ,,amod,Dat,,Plur,,0.0735770059698058,NONE
ударам,NOUN,,obl,Dat,Masc,Plur,Inan,0.0374617951301307,NONE
",",PUNCT,,punct,,,,,0.0302520610815296,NONE
евреи,NOUN,,nsubj,Nom,Masc,Plur,Anim,-0.0555968118838256,NONE
получают,VERB,,conj,,,Plur,,-0.0649774841302073,NONE
то,PRON,,obj,Acc,Neut,Sing,Inan,0.0354648212087045,NONE
",",PUNCT,,punct,,,,,0.0874138586857085,NONE
что,SCONJ,,mark,,,,,0.0080424201030092,NONE
вы,PRON,,nsubj,Nom,,Plur,,0.1122163578077563,NONE
не,PART,,advmod,,,,,-0.0064091223724199,NONE
получаете,VERB,,acl,,,Plur,,-0.020668575321776,NONE
",",PUNCT,,punct,,,,,0.0449767649015857,NONE
они,PRON,,nsubj,Nom,,Plur,,0.0714040134406687,NONE
контролируют,VERB,,conj,,,Plur,,0.0720220093107948,NONE
",",PUNCT,,punct,,,,,0.0552757781849285,NONE
они,PRON,,nsubj,Nom,,Plur,,0.0521881622399452,NONE
думают,VERB,,conj,,,Plur,,0.0288730754859664,NONE
",",PUNCT,,punct,,,,,0.1647135654965367,NONE
что,SCONJ,,mark,,,,,0.0187435482249183,NONE
их,PRON,,nsubj,Gen,,Plur,,-0.0122948776364111,NONE
лучше,ADJ,,ccomp,,,,,0.079181443837841,NONE
.,PUNCT,,punct,,,,,0.0140738181354444,NONE
.,PUNCT,,punct,,,,,0.0230691417534158,NONE
.,PUNCT,,punct,,,,,-0.0308707531513645,NONE
Это,PRON,,nsubj,Nom,Neut,Sing,Inan,0.0170765261339197,NONE
опасная,ADJ,,amod,Nom,Fem,Sing,,0.062176193351567,NONE
вещь,NOUN,,root,Nom,Fem,Sing,Inan,0.0739999408260227,NONE
.,PUNCT,,punct,,,,,-0.0156086346474626,NONE
Конечно,ADV,,parataxis,,,,,-0.0272744629385941,NONE
",",PUNCT,,punct,,,,,0.0900681604319646,NONE
он,PRON,,nsubj,Nom,Masc,Sing,,0.0239997227024955,NONE
должен,ADJ,,root,,Masc,Sing,,0.1008800212431118,NONE
сойти»,NOUN,,obl,Gen,Neut,Plur,Inan,0.0845651743059684,NONE
.,PUNCT,,punct,,,,,-0.1604548604244788,NONE
Когда,SCONJ,,mark,,,,,0.2336055881571986,NONE
трубки,NOUN,,nsubj:pass,Nom,Fem,Plur,Inan,0.3386041914625016,NONE
прикреплены,VERB,,advcl,,,Plur,,0.4181396171931402,NONE
",",PUNCT,,punct,,,,,0.1743454120997472,NONE
нужно,ADJ,,root,,Neut,Sing,,0.3678115922865937,NONE
все,PRON,,obj,Acc,Neut,Sing,Inan,0.4149138169109118,NONE
делать,VERB,,csubj,,,,,0.3366802896790637,NONE
вручную,ADV,,advmod,,,,,0.1878539711152929,NONE
Между,ADP,,case,,,,,0.0413604524441813,NONE
тем,PRON,,parataxis,Ins,Neut,Sing,Inan,-0.3337036103297885,NONE
",",PUNCT,,punct,,,,,0.0631812401448508,NONE
новые,ADJ,,amod,Nom,,Plur,,-0.0260678421200918,NONE
нормативные,ADJ,,amod,Nom,,Plur,,0.1665098617421218,NONE
препятствия,NOUN,,nsubj,Nom,Neut,Plur,Inan,0.100850920196639,NONE
угрожают,VERB,,root,,,Plur,,0.283609323643911,NONE
повысить,VERB,,xcomp,,,,,-0.0599061338077495,NONE
операционные,ADJ,,amod,Acc,,Plur,Inan,0.088143412899242,NONE
расходы,NOUN,,obj,Acc,Masc,Plur,Inan,0.0746532062013196,NONE
компании,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0641553155575418,NONE
",",PUNCT,,punct,,,,,0.3365576108529841,NONE
изменяя,VERB,,advcl,,,,,0.2916474694783823,NONE
способ,NOUN,,obj,Acc,Masc,Sing,Inan,0.0699047296303119,NONE
оплаты,NOUN,,nmod,Gen,Fem,Sing,Inan,0.1120514338473927,NONE
водителей,NOUN,,nmod,Gen,Masc,Plur,Anim,0.0349712329100079,NONE
.,PUNCT,,punct,,,,,-0.0331002285575678,NONE
«Золотой,ADJ,,amod,Nom,Masc,Sing,,0.3865746530029903,NONE
век»,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.1323114714803727,NONE
",",PUNCT,,punct,,,,,0.1675795561955819,NONE
созданный,VERB,,acl,Nom,Masc,Sing,,-0.1723166583093524,NONE
Джулианом,PROPN,,obl,Ins,Masc,Sing,Anim,-0.0240053787677091,PER
Феллоусом,PROPN,,flat:name,Ins,Masc,Sing,Anim,0.1706322712887798,PER
(,PUNCT,,punct,,,,,-0.1039544832228877,PER
Downton,PROPN,,flat:foreign,,,,,0.4161172030556969,PER
Abbey,PROPN,,flat:foreign,,,,,0.0733306707691763,PER
),PUNCT,,punct,,,,,0.1107061200993557,PER
и,CCONJ,,cc,,,,,0.0801037930285577,NONE
написанный,VERB,,conj,Nom,Masc,Sing,,-0.0278446831048125,NONE
Феллоусом,PROPN,,obl,Ins,Masc,Sing,Anim,0.1364303443465079,PER
и,CCONJ,,cc,,,,,-0.0543320995791905,NONE
Соней,PROPN,,conj,Ins,Fem,Sing,Anim,0.091396108707148,PER
Уорфилд,PROPN,,flat:name,Ins,Fem,Sing,Anim,0.0344824286663972,PER
",",PUNCT,,punct,,,,,0.1597350870328697,NONE
выйдет,VERB,,root,,,Sing,,-0.3563613492852451,NONE
в,ADP,,case,,,,,0.0643997933816975,NONE
следующем,ADJ,,amod,Loc,Masc,Sing,,-0.0471166041162735,NONE
месяце,NOUN,,obl,Loc,Masc,Sing,Inan,0.0620214773154833,NONE
на,ADP,,case,,,,,0.1122158337299253,NONE
HBO,PROPN,,flat:foreign,,,,,-0.0938047026358047,ORG
.,PUNCT,,punct,,,,,0.0498662572172476,NONE
Садио,NOUN,,nsubj,Nom,Masc,Sing,Anim,0.2140033230318204,PER
Мане,PROPN,,appos,Nom,Masc,Sing,Anim,-0.0019938621873221,PER
будет,AUX,,aux,,,Sing,,0.0764273640905816,NONE
участвовать,VERB,,root,,,,,-0.2417617576460466,NONE
в,ADP,,case,,,,,0.0905551280360052,NONE
борьбе,NOUN,,obl,Loc,Fem,Sing,Inan,-0.2026026708250233,NONE
Ливерпуля,PROPN,,nmod,Gen,Masc,Sing,Inan,0.0043659893567094,LOC
с,ADP,,case,,,,,-0.0549961809000663,NONE
Шеффилд,PROPN,,nmod,Ins,Masc,Sing,Inan,0.1065230712329101,LOC
Юнайтед,PROPN,,appos,Nom,Masc,Sing,Inan,0.1252576630743299,LOC
в,ADP,,case,,,,,0.0835117938043683,NONE
субботу,NOUN,,obl,Acc,Fem,Sing,Inan,0.0529179835074312,NONE
.,PUNCT,,punct,,,,,-0.1641834514293756,NONE
Над,ADP,,case,,,,,-0.3869528908581567,NONE
ее,DET,,det,,,,,0.1516565416723499,NONE
твитами,NOUN,,obl,Ins,Masc,Plur,Inan,0.1988114464909396,NONE
подшучивают,VERB,,root,,,Plur,,0.128150174812176,NONE
пользователи,NOUN,,nsubj,Nom,Masc,Plur,Anim,-0.1412019956986472,NONE
соцсетей,NOUN,,nmod,Gen,Fem,Plur,Inan,0.1055071424190092,NONE
",",PUNCT,,punct,,,,,0.1647945916976025,NONE
включая,ADV,,advmod,,,,,0.0687378829907906,NONE
демократов,NOUN,,obj,Acc,Masc,Plur,Anim,0.2426235520894036,NONE
Палаты,PROPN,,nmod,Gen,Fem,Sing,Inan,0.1174842125942281,ORG
представителей,NOUN,,nmod,Gen,Masc,Plur,Anim,-0.0736649192764254,ORG
штата,NOUN,,nmod,Gen,Masc,Sing,Inan,0.1162159570426934,NONE
Аризона,PROPN,,appos,Nom,Fem,Sing,Inan,0.1405456122403441,LOC
",",PUNCT,,punct,,,,,0.0789219767231278,NONE
которые,PRON,,nsubj,Nom,,Plur,,-0.0264445558995724,NONE
ответили,VERB,,acl:relcl,,,Plur,,0.1113981946871597,NONE
:,PUNCT,,punct,,,,,0.0242688077895188,NONE
«Как,ADV,,advmod,,,,,0.0371315470667748,NONE
говорит,VERB,,parataxis,,,Sing,,-0.051050460264849,NONE
душа,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.1154718477866509,NONE
и,CCONJ,,cc,,,,,0.0198119281029836,NONE
сердце,NOUN,,conj,Nom,Neut,Sing,Inan,-0.1055271791649235,NONE
Республиканской,ADJ,,amod,Gen,Fem,Sing,,0.056939975395125,ORG
партии,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0453708251124865,ORG
штата,NOUN,,nmod,Gen,Masc,Sing,Inan,0.1225368964366676,NONE
Аризона,PROPN,,appos,Nom,Fem,Sing,Inan,0.1454990889043564,LOC
(,PUNCT,,punct,,,,,-0.071847731327046,NONE
попробуйте,VERB,,parataxis,,,Plur,,0.0970874015295326,NONE
доказать,VERB,,xcomp,,,,,0.0653724193345224,NONE
",",PUNCT,,punct,,,,,0.2297474137405368,NONE
что,SCONJ,,mark,,,,,-0.0588576942311224,NONE
мы,PRON,,nsubj,Nom,,Plur,,0.0462146611573299,NONE
не,PART,,advmod,,,,,0.0969987374435766,NONE
правы,ADJ,,ccomp,,,Plur,,0.1768182968637233,NONE
),PUNCT,,punct,,,,,-0.026105226027062,NONE
»,PUNCT,,punct,,,,,0.0378063933955676,NONE
.,PUNCT,,punct,,,,,0.3170285876549067,NONE
Ни,PART,,advmod,,,,,-0.2823907892571448,NONE
одна,NUM,,nsubj,Nom,Fem,,,-0.0345720912440235,NONE
из,ADP,,case,,,,,-0.3545086595986592,NONE
палат,NOUN,,nmod,Gen,Fem,Plur,Inan,0.0545929065374842,NONE
Конгресса,PROPN,,nmod,Gen,Masc,Sing,Inan,-0.0839741495767977,ORG
",",PUNCT,,punct,,,,,-0.0021116277086116,NONE
по-видимому,ADV,,parataxis,,,,,-0.0483558195404223,NONE
",",PUNCT,,punct,,,,,-0.0972426779253822,NONE
не,PART,,advmod,,,,,0.029948263909261,NONE
наберет,VERB,,root,,,Sing,,0.0906752580328661,NONE
по,ADP,,case,,,,,0.0977228334192691,NONE
две,NUM,,nummod,Acc,Fem,,Inan,-0.1358323819063781,NONE
трети,NOUN,,obl,Gen,Fem,Sing,Inan,-0.1020803413730593,NONE
голосов,NOUN,,nmod,Gen,Masc,Plur,Inan,-0.0307034346059152,NONE
",",PUNCT,,punct,,,,,0.081874949744086,NONE
необходимых,ADJ,,amod,Gen,,Plur,,-0.230864168340067,NONE
для,ADP,,case,,,,,0.0379780172668136,NONE
преодоления,NOUN,,obl,Gen,Neut,Sing,Inan,-0.0064365122551264,NONE
сопротивления,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0488260660054161,NONE
президента,NOUN,,nmod,Gen,Masc,Sing,Anim,0.0154823107830599,NONE
.,PUNCT,,punct,,,,,0.6308088094085952,NONE
Министерство,NOUN,,nsubj,Nom,Neut,Sing,Inan,0.1024303395533675,ORG
иностранных,ADJ,,amod,Gen,,Plur,,-0.1674091954964288,ORG
дел,NOUN,,nmod,Gen,Neut,Plur,Inan,-0.0071962924571128,ORG
Греции,PROPN,,nmod,Gen,Fem,Sing,Inan,0.0322541262578674,LOC
также,ADV,,advmod,,,,,-0.0812272491730743,NONE
объявило,VERB,,root,,Neut,Sing,,0.0674371944813675,NONE
",",PUNCT,,punct,,,,,0.0338626600273799,NONE
что,SCONJ,,mark,,,,,0.0383738953492129,NONE
во,ADP,,case,,,,,0.0272010398743621,NONE
вторник,NOUN,,obl,Acc,Masc,Sing,Inan,0.0293951737997384,NONE
28,NUM,,nmod,,,,,0.0238806577330769,NONE
июля,NOUN,,flat,Gen,Masc,Sing,Inan,0.0734083767983683,NONE
и,CCONJ,,cc,,,,,-0.0146447718961892,NONE
среду,NOUN,,conj,Acc,Fem,Sing,Inan,0.0472666073275475,NONE
29,NUM,,nmod,,,,,0.1353013515411712,NONE
июля,NOUN,,flat,Gen,Masc,Sing,Inan,0.0461237097180833,NONE
для,ADP,,case,,,,,-0.1975766670708802,NONE
пассажиров,NOUN,,obl,Gen,Masc,Plur,Anim,0.0822583829782227,NONE
",",PUNCT,,punct,,,,,0.4169327358763624,NONE
у,ADP,,case,,,,,0.0548934733767693,NONE
которых,PRON,,obl,Gen,,,,-0.0833212557266487,NONE
не,PART,,advmod,,,,,-0.0990599177282863,NONE
было,VERB,,acl:relcl,,Neut,Sing,,-0.0249695317256961,NONE
времени,NOUN,,nsubj,Gen,Neut,Sing,Inan,-0.056363516440715,NONE
на,ADP,,case,,,,,-0.2066540216049011,NONE
сдачу,NOUN,,nmod,Acc,Fem,Sing,Inan,0.0059190505698792,NONE
анализов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.0724970011403315,NONE
перед,ADP,,case,,,,,0.0574747178885015,NONE
поездкой,NOUN,,nmod,Ins,Fem,Sing,Inan,0.0579244128997177,NONE
",",PUNCT,,punct,,,,,0.094165212888257,NONE
компетентными,ADJ,,amod,Ins,,Plur,,0.0218154047989288,NONE
местными,ADJ,,amod,Ins,,Plur,,0.12628115302911,NONE
учреждениями,NOUN,,obl,Ins,Neut,Plur,Inan,0.0996263080640976,NONE
будет,AUX,,aux:pass,,,Sing,,0.0422233365520759,NONE
огранизовано,VERB,,ccomp,,Neut,Sing,,0.1947242920182566,NONE
тестирование,NOUN,,nsubj:pass,Nom,Neut,Sing,Inan,0.1749967171434914,NONE
по,ADP,,case,,,,,-0.0334814868034017,NONE
прибытии,NOUN,,nmod,Dat,Neut,Sing,Inan,0.1076195987713988,NONE
в,ADP,,case,,,,,-0.0707245241744107,NONE
Грецию,PROPN,,nmod,Acc,Fem,Sing,Inan,0.0316022190574271,LOC
.,PUNCT,,punct,,,,,-0.0777062970960965,NONE
Глянцевые,ADJ,,amod,Nom,,Plur,,0.3481456419165909,NONE
обработанные,VERB,,amod,Nom,,Plur,,0.3155039578788502,NONE
фотографии,NOUN,,root,Nom,Fem,Plur,Inan,0.2315010167141415,NONE
высокого,ADJ,,amod,Gen,Neut,Sing,,0.3131168450425162,NONE
качества,NOUN,,nmod,Gen,Neut,Sing,Inan,0.236851427481938,NONE
.,PUNCT,,punct,,,,,0.630073424829666,NONE
Ожидается,VERB,,root,,,Sing,,0.0905268546176107,NONE
",",PUNCT,,punct,,,,,0.0871803195139189,NONE
что,SCONJ,,mark,,,,,-0.2690387200561008,NONE
отец,NOUN,,nsubj,Nom,Masc,Sing,Anim,-0.028665707982234,NONE
и,CCONJ,,cc,,,,,-0.3170626965332722,NONE
младший,ADJ,,amod,Nom,Masc,Sing,,-0.0595105652627628,NONE
брат,NOUN,,conj,Nom,Masc,Sing,Anim,-0.0982056280074392,NONE
Хаджа,PROPN,,nmod,Gen,Masc,Sing,Anim,0.0102192743497795,PER
прибудут,VERB,,ccomp,,,Plur,,-0.0508811538461945,NONE
из,ADP,,case,,,,,-0.1731221823204767,NONE
Саудовской,PROPN,,amod,,,,,-0.0031759330331489,LOC
Аравии,PROPN,,obl,Gen,Fem,Sing,Inan,0.1110695719502964,LOC
для,ADP,,case,,,,,0.0501557630140788,NONE
участия,NOUN,,obl,Gen,Neut,Sing,Inan,-0.0987369135500709,NONE
в,ADP,,case,,,,,0.0185772064751009,NONE
похоронах,NOUN,,nmod,Loc,Fem,Plur,Inan,0.1586715094374872,NONE
.,PUNCT,,punct,,,,,0.2364710925339709,NONE
Брат,NOUN,,nsubj:pass,Nom,Masc,Sing,Anim,-0.0495650461995943,NONE
свергнутого,VERB,,amod,Gen,Masc,Sing,,0.1739250176884565,NONE
президента,NOUN,,nmod,Gen,Masc,Sing,Anim,0.0719100464276268,NONE
Алжира,PROPN,,nmod,Gen,Masc,Sing,Inan,0.0460120570902756,LOC
Абдельазиза,PROPN,,appos,Gen,Masc,Sing,Anim,0.164715509782094,PER
Бутефлики,PROPN,,flat:name,Gen,Masc,Sing,Anim,0.1670480535346268,PER
и,CCONJ,,cc,,,,,0.0036912959738374,NONE
трое,NUM,,nummod:gov,Nom,,,,0.2875876236545374,NONE
его,PRON,,nmod,Gen,Masc,Sing,,0.0273960757872238,NONE
соратников,NOUN,,conj,Gen,Masc,Plur,Anim,0.0286411240097397,NONE
были,AUX,,aux:pass,,,Plur,,-0.1774301424132235,NONE
заключены,VERB,,root,,,Plur,,-0.085084199042519,NONE
в,ADP,,case,,,,,0.0461471151243827,NONE
тюрьму,NOUN,,obl,Acc,Fem,Sing,Inan,0.2298168283752019,NONE
на,ADP,,case,,,,,-0.1189692930692886,NONE
15,NUM,,nummod,,,,,-0.1151986081235863,NONE
лет,NOUN,,obl,Gen,Masc,Plur,Inan,-0.1395821750022999,NONE
за,ADP,,case,,,,,-0.1503863585809292,NONE
заговор,NOUN,,obl,Acc,Masc,Sing,Inan,0.0484668283021435,NONE
против,ADP,,case,,,,,-0.006441850880734,NONE
государства,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.1314716544838467,NONE
после,ADP,,case,,,,,-0.521910073976584,NONE
ускоренного,VERB,,amod,Gen,Neut,Sing,,0.1061831460055041,NONE
судебного,ADJ,,amod,Gen,Neut,Sing,,-0.0684738323281602,NONE
разбирательства,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0480059942597996,NONE
.,PUNCT,,punct,,,,,0.1746111180810971,NONE
Мы,PRON,,nsubj,Nom,,Plur,,-0.3330991648596838,NONE
также,ADV,,advmod,,,,,0.0237882933814301,NONE
занимаемся,VERB,,root,,,Plur,,-0.1078635085601252,NONE
оптовой,ADJ,,amod,Ins,Fem,Sing,,-0.0724210630180339,NONE
продажей,NOUN,,obl,Ins,Fem,Sing,Inan,-0.0147667732386289,NONE
и,CCONJ,,cc,,,,,-0.0535260696924129,NONE
экспортом,NOUN,,conj,Ins,Masc,Sing,Inan,-0.0641239705842442,NONE
Ювелирных,ADJ,,amod,Gen,,Plur,,0.0356262148633136,NONE
изделий,NOUN,,nmod,Gen,Neut,Plur,Inan,0.053197674990669,NONE
из,ADP,,case,,,,,-0.0655195910876687,NONE
золота,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0125779253755546,NONE
с,ADP,,case,,,,,0.0675563961429189,NONE
бриллиантами,NOUN,,nmod,Ins,Masc,Plur,Inan,0.0846775293214886,NONE
Ручной,ADJ,,amod,Gen,Fem,Sing,,0.0902708822062738,NONE
работы,NOUN,,nmod,Gen,Fem,Sing,Inan,0.0528838643847139,NONE
14,NUM,,nummod,,,,,-0.1830181888977054,NONE
