word,upos,xpos,deprel,case,gender,number,animacy,score,ner
и,CCONJ,,cc,,,,,-0.0068542858452036,NONE
из,ADP,,case,,,,,-0.0373437985076571,NONE
этих,DET,,det,Gen,,Plur,,-0.0145493421783258,NONE
регионов,NOUN,,nmod,Gen,Masc,Plur,Inan,0.1211667508854907,NONE
",",PUNCT,,punct,,,,,0.0937596868423646,NONE
а,CCONJ,,cc,,,,,0.1003659360704975,NONE
также,PART,,fixed,,,,,0.1561152360299033,NONE
для,ADP,,case,,,,,0.0793540494146168,NONE
рейсов,NOUN,,conj,Gen,Masc,Plur,Inan,0.0102623248059373,NONE
по,ADP,,case,,,,,-0.0414262197428279,NONE
таким,DET,,det,Dat,,Plur,,-0.0092107774768256,NONE
направлениям,NOUN,,nmod,Dat,Neut,Plur,Inan,0.050743187686199,NONE
",",PUNCT,,punct,,,,,0.0081905305273694,NONE
как,SCONJ,,mark,,,,,0.0639018508464155,NONE
Балеарские,PROPN,,amod,,,,,0.1159107593087516,LOC
и,CCONJ,,cc,,,,,-0.1135680521127028,NONE
Канарские,ADJ,,conj,Nom,,Plur,,0.0855393002573152,LOC
острова,NOUN,,obl,Nom,Masc,Plur,Inan,-0.0413614763651995,LOC
",",PUNCT,,punct,,,,,0.1090534458814177,NONE
которые,PRON,,nsubj,Nom,,,,0.0304620902941129,NONE
географически,ADV,,advmod,,,,,0.0314080209829813,NONE
удалены,ADJ,,acl:relcl,,,Plur,,0.1035251403738929,NONE
от,ADP,,case,,,,,0.0174707273602982,NONE
континентальной,ADJ,,amod,Gen,Fem,Sing,,0.1164252351120727,NONE
части,NOUN,,obl,Gen,Fem,Sing,Inan,0.0181371059580009,NONE
Испании,PROPN,,nmod,Gen,Fem,Sing,Inan,0.0852013256224272,LOC
",",PUNCT,,punct,,,,,0.1268574640725414,NONE
чтобы,SCONJ,,mark,,,,,-0.0224765427060225,NONE
избежать,VERB,,advcl,,,,,0.0247589624622908,NONE
дальнейшего,ADJ,,amod,Gen,Neut,Sing,,0.0478558304785894,NONE
причинения,NOUN,,obl,Gen,Neut,Sing,Inan,0.0922937362230725,NONE
ущерба,NOUN,,nmod,Gen,Masc,Sing,Inan,0.0676790451900636,NONE
сферам,NOUN,,iobj,Dat,Fem,Plur,Inan,-0.0396528067705094,NONE
въездного,ADJ,,amod,Gen,Masc,Sing,,-0.0196958707070187,NONE
и,CCONJ,,cc,,,,,0.0518700846354218,NONE
выездного,ADJ,,conj,Gen,Masc,Sing,,0.0042816663235929,NONE
туризма,NOUN,,nmod,Gen,Masc,Sing,Inan,0.1101321160715164,NONE
в,ADP,,case,,,,,0.0800785468799075,NONE
Великобритании,PROPN,,nmod,Loc,Fem,Sing,Inan,0.0234043038893676,LOC
"""",PUNCT,,punct,,,,,0.0334355058434213,NONE
"""",PUNCT,,punct,,,,,0.2256269413441435,NONE
.,PUNCT,,punct,,,,,0.2465455334289792,NONE
"""",PUNCT,,root,,,,,-0.1857782916445203,NONE
Пожарные,NOUN,,nsubj,Nom,Masc,Plur,Anim,0.1403626507613481,NONE
продвигаются,VERB,,root,,,Plur,,-0.0610408318232553,NONE
в,ADP,,case,,,,,-0.0521461891945104,NONE
борьбе,NOUN,,obl,Loc,Fem,Sing,Inan,-0.0385661437044383,NONE
с,ADP,,case,,,,,-0.126327372176693,NONE
двумя,NUM,,nummod,Ins,,,,-0.0805726966303373,NONE
лесными,ADJ,,amod,Ins,,Plur,,-0.119874120774392,NONE
пожарами,NOUN,,nmod,Ins,Masc,Plur,Inan,-0.0921891909966922,NONE
",",PUNCT,,punct,,,,,0.0646225442897501,NONE
охватившими,VERB,,acl,Ins,,Plur,,-0.0167718890652564,NONE
территорию,NOUN,,obj,Acc,Fem,Sing,Inan,-0.0101969150085974,NONE
более,ADV,,advmod,,,,,-0.1166019170319966,NONE
30,NUM,,nummod,,,,,-0.0695928571047454,NONE
000,NUM,,nummod,,,,,0.5896333522854127,NONE
акров,NOUN,,obl,Gen,Masc,Plur,Inan,-0.0345213435727714,NONE
в,ADP,,case,,,,,-0.0490979535312526,NONE
округе,NOUN,,nmod,Loc,Masc,Sing,Inan,-0.0036138080434198,NONE
Лассен,PROPN,,appos,Nom,Masc,Sing,Inan,0.0781956752219294,LOC
к,ADP,,case,,,,,-0.0687381651633034,NONE
северо-востоку,NOUN,,nmod,Dat,Masc,Sing,Inan,-0.0014712183673818,NONE
от,ADP,,case,,,,,-0.1003013208455579,NONE
Сакраменто,PROPN,,nmod,Gen,Masc,Sing,Inan,0.0149114491230922,LOC
.,PUNCT,,punct,,,,,-0.2021790614797174,NONE
Главный,ADJ,,amod,Nom,Masc,Sing,,0.4118856406938523,NONE
министр,NOUN,,nsubj,Nom,Masc,Sing,Anim,-0.1130518337223729,NONE
Мадхья-Прадеш,PROPN,,appos,Nom,Masc,Sing,Anim,0.1388078328568245,LOC
Шиврадж,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.4129447321545918,PER
Сингх,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.3113091499183794,PER
Чухан,PROPN,,flat:name,Nom,Masc,Sing,Anim,0.0644647280138704,PER
",",PUNCT,,punct,,,,,0.1988620600171624,NONE
который,PRON,,nsubj,Nom,,,,0.0866178120865872,NONE
в,ADP,,case,,,,,-0.058486285060712,NONE
субботу,NOUN,,obl,Acc,Fem,Sing,Inan,-0.004667228128913,NONE
подтвердил,VERB,,acl:relcl,,Masc,Sing,,0.0061058215827113,NONE
",",PUNCT,,punct,,,,,0.070615473946768,NONE
что,SCONJ,,mark,,,,,0.0859800897238957,NONE
у,ADP,,case,,,,,-0.071418521996831,NONE
него,PRON,,obl,Gen,Masc,Sing,,0.0154397421063132,NONE
был,AUX,,aux:pass,,Masc,Sing,,0.0195733861234913,NONE
выявлен,VERB,,ccomp,,Masc,Sing,,-0.0078384318401691,NONE
COVID-19,PROPN,,nsubj:pass,,,,,0.1163337404866646,NONE
",",PUNCT,,punct,,,,,-0.0055668103956433,NONE
в,ADP,,case,,,,,0.0112782989272032,NONE
воскресенье,NOUN,,obl,Acc,Neut,Sing,Inan,-0.0501383357507604,NONE
утром,NOUN,,nmod,Ins,Neut,Sing,Inan,-0.0041525898330218,NONE
написал,VERB,,root,,Masc,Sing,,-0.0449954687105252,NONE
в,ADP,,case,,,,,-0.0044578306060253,NONE
Twitter,PROPN,,flat:foreign,,,,,-0.0267663265469087,ORG
",",PUNCT,,punct,,,,,-0.0087156698934541,NONE
что,SCONJ,,mark,,,,,-0.0401266880886175,NONE
он,PRON,,nsubj,Nom,Masc,Sing,,0.1533750330708748,NONE
"""",PUNCT,,punct,,,,,0.1747207109988627,NONE
"""",PUNCT,,punct,,,,,0.1316706238868366,NONE
в,ADP,,case,,,,,0.1131616894224531,NONE
порядке,NOUN,,ccomp,Loc,Masc,Sing,Inan,0.0721530210127144,NONE
"""",PUNCT,,punct,,,,,0.0122598431896249,NONE
"""",PUNCT,,punct,,,,,-0.0492122199148894,NONE
и,CCONJ,,cc,,,,,-0.1064125064016307,NONE
высказал,VERB,,conj,,Masc,Sing,,0.0823276745110817,NONE
слова,NOUN,,obj,Acc,Neut,Plur,Inan,-0.0423480481785198,NONE
признательности,NOUN,,nmod,Gen,Fem,Sing,Inan,-0.0353323468235885,NONE
передовым,ADJ,,amod,Dat,,Plur,,0.0008053009079419,NONE
работникам,NOUN,,iobj,Dat,Masc,Plur,Anim,-0.0262188457346174,NONE
в,ADP,,case,,,,,0.0680987964546251,NONE
борьбе,NOUN,,nmod,Loc,Fem,Sing,Inan,0.0069586787284268,NONE
с,ADP,,case,,,,,0.0266426486915995,NONE
коронавирусом,NOUN,,nmod,Ins,Masc,Sing,Inan,0.0322790770252786,NONE
.,PUNCT,,punct,,,,,-0.0988315023099868,NONE
"""",PUNCT,,root,,,,,0.1680023690280504,NONE
Всякий,DET,,det,Acc,Masc,Sing,,0.1295809694801884,NONE
раз,NOUN,,obl,Acc,Masc,Sing,Inan,0.2582953827788095,NONE
",",PUNCT,,punct,,,,,0.1544372990490045,NONE
когда,ADV,,advmod,,,,,-0.4299259450049207,NONE
это,PRON,,nsubj,Nom,Neut,Sing,Inan,-0.1103322461996961,NONE
возможно,ADJ,,acl:relcl,,Neut,Sing,,-0.4892076158461816,NONE
",",PUNCT,,punct,,,,,0.0950850640133956,NONE
мы,PRON,,nsubj,Nom,,Plur,,-0.0257753241113887,NONE
будем,AUX,,aux,,,Plur,,0.1280532258764667,NONE
пытаться,VERB,,root,,,,,-0.0601167275661537,NONE
разместить,VERB,,xcomp,,,,,0.0528931886934332,NONE
руководство,NOUN,,obj,Acc,Neut,Sing,Inan,-0.0034630138616183,NONE
по,ADP,,case,,,,,0.0101900206665057,NONE
размеру,NOUN,,obl,Dat,Masc,Sing,Inan,0.3027116309729276,NONE
.,PUNCT,,punct,,,,,0.2554559795885321,NONE
Их,DET,,det,,,,,-0.0467048138366808,NONE
эпический,ADJ,,amod,Nom,Masc,Sing,,0.3284848072439762,NONE
сбор,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.0731960949690207,NONE
средств,NOUN,,nmod,Gen,Neut,Plur,Inan,0.1760985419732722,NONE
завершится,VERB,,root,,,Sing,,-0.0136340179361673,NONE
после,ADP,,case,,,,,-0.0161596902889996,NONE
кофейного,ADJ,,amod,Gen,Neut,Sing,,0.4907904030354063,NONE
утра,NOUN,,obl,Gen,Neut,Sing,Inan,0.4729025321366392,NONE
.,PUNCT,,punct,,,,,0.2011566238655594,NONE
Она,PRON,,nsubj,Nom,Fem,Sing,,-0.0398653400696111,NONE
также,ADV,,advmod,,,,,0.307609094960709,NONE
уведомила,VERB,,root,,Fem,Sing,,-0.0361387384703227,NONE
суд,NOUN,,obj,Acc,Masc,Sing,Inan,-0.0143610108339007,NONE
о,ADP,,case,,,,,0.0102997696898356,NONE
том,PRON,,obl,Loc,Neut,Sing,Inan,-0.1038487200276457,NONE
",",PUNCT,,punct,,,,,0.0404907487760233,NONE
что,SCONJ,,mark,,,,,-0.0941401196868773,NONE
на,ADP,,case,,,,,-0.0455084449980365,NONE
основе,NOUN,,obl,Loc,Fem,Sing,Inan,-0.0090174845424044,NONE
положений,NOUN,,nmod,Gen,Neut,Plur,Inan,0.0338529938283983,NONE
закона,NOUN,,nmod,Gen,Masc,Sing,Inan,0.05048505373087,NONE
последнее,ADJ,,amod,Nom,Neut,Sing,,0.0219613024116419,NONE
заявление,NOUN,,nsubj:pass,Nom,Neut,Sing,Inan,0.002651920849143,NONE
было,AUX,,aux:pass,,Neut,Sing,,-0.0151477687471937,NONE
отменено,VERB,,acl,,Neut,Sing,,0.0480339922341569,NONE
в,ADP,,case,,,,,0.0306682462301568,NONE
связи,NOUN,,fixed,Loc,Fem,Sing,Inan,-0.0124551851012658,NONE
с,ADP,,fixed,,,,,0.0134528835325138,NONE
обстоятельствами,NOUN,,obl,Ins,Neut,Plur,Inan,0.0572277840008163,NONE
",",PUNCT,,punct,,,,,0.0435789395841796,NONE
поскольку,SCONJ,,mark,,,,,-0.101141939907138,NONE
ССС,PROPN,,nsubj,Nom,Fem,Sing,Inan,0.2474023599467082,ORG
подала,VERB,,advcl,,Fem,Sing,,-0.0074248538477666,NONE
информацию,NOUN,,obj,Acc,Fem,Sing,Inan,-0.0233472972581154,NONE
прежде,ADV,,advmod,,,,,-0.0904123387733825,NONE
",",PUNCT,,punct,,,,,0.0506544902573429,NONE
чем,SCONJ,,mark,,,,,-0.0891119388140688,NONE
суд,NOUN,,nsubj,Nom,Masc,Sing,Inan,-0.0423456567272815,NONE
предположил,VERB,,advcl,,Masc,Sing,,0.0180774967263221,NONE
",",PUNCT,,punct,,,,,-0.0175108771219981,NONE
что,SCONJ,,mark,,,,,0.0566140105149303,NONE
все,DET,,det,Nom,,Plur,,-0.1333040621167814,NONE
расследования,NOUN,,nsubj:pass,Nom,Neut,Plur,Inan,0.042071630124142,NONE
по,ADP,,case,,,,,-0.0044272721169279,NONE
обвинениям,NOUN,,nmod,Dat,Neut,Plur,Inan,0.0917999411224398,NONE
против,ADP,,case,,,,,0.026477880698918,NONE
Соворе,PROPN,,nmod,Gen,Masc,Sing,Anim,0.0015980033143243,PER
завершены,VERB,,ccomp,,,Plur,,0.0873486731520772,NONE
.,PUNCT,,punct,,,,,0.8260807641630951,NONE
Однако,ADV,,advmod,,,,,-0.1014827926239311,NONE
есть,VERB,,root,,,Sing,,-0.0020982078101448,NONE
несколько,NUM,,nummod:gov,Nom,,,,0.0606454240232804,NONE
криптовалют,NOUN,,nsubj,Gen,Fem,Plur,Inan,0.0779091361925174,NONE
",",PUNCT,,punct,,,,,0.0422037527282228,NONE
которые,PRON,,nsubj,Nom,,,,-0.0167020043452672,NONE
работают,VERB,,acl:relcl,,,Plur,,0.0166155989652673,NONE
над,ADP,,case,,,,,-0.0136347564065076,NONE
тем,PRON,,obl,Ins,Neut,Sing,Inan,-0.0276168948597475,NONE
",",PUNCT,,punct,,,,,0.1218428588730357,NONE
чтобы,SCONJ,,mark,,,,,-0.0631626872090603,NONE
подняться,VERB,,advcl,,,,,0.0420659649257558,NONE
выше,ADV,,advmod,,,,,-0.0179720841472958,NONE
остальных,ADJ,,obl,Gen,,Plur,,0.0504285071689364,NONE
и,CCONJ,,cc,,,,,-0.0463744255996913,NONE
поддержать,VERB,,conj,,,,,0.0851616591205474,NONE
свою,DET,,det,Acc,Fem,Sing,,-0.1955273745492184,NONE
популярность,NOUN,,obj,Acc,Fem,Sing,Inan,0.0225270182519637,NONE
реальной,ADJ,,amod,Ins,Fem,Sing,,0.7017734878962322,NONE
полезностью,NOUN,,obl,Ins,Fem,Sing,Inan,0.1077458145431607,NONE
и,CCONJ,,cc,,,,,0.0359163506796263,NONE
фундаментальной,ADJ,,amod,Ins,Fem,Sing,,-0.0259747838625494,NONE
ценностью,NOUN,,conj,Ins,Fem,Sing,Inan,0.0522149823589539,NONE
.,PUNCT,,punct,,,,,-0.3513340796799183,NONE
Канье,PROPN,,nsubj,Nom,Masc,Sing,Anim,0.094149316848529,PER
Уэст,PROPN,,appos,Nom,Masc,Sing,Anim,-0.0331590009041717,PER
извинился,VERB,,root,,Masc,Sing,,0.0375123987233551,NONE
перед,ADP,,case,,,,,0.0237939157027762,NONE
женой,NOUN,,obl,Ins,Fem,Sing,Anim,0.1784526724403424,NONE
Ким,PROPN,,appos,Ins,Fem,Sing,Anim,-0.066420156376439,PER
Кардашьян,PROPN,,flat:name,Ins,Fem,Sing,Anim,0.1897746052534168,PER
за,ADP,,case,,,,,-0.0392310723037235,NONE
то,PRON,,obl,Acc,Neut,Sing,Inan,0.2011283789384001,NONE
",",PUNCT,,punct,,,,,0.1019453588494094,NONE
что,SCONJ,,mark,,,,,0.3107759072367133,NONE
она,PRON,,nsubj,Nom,Fem,Sing,,-0.1779850016291747,NONE
вышла,VERB,,acl,,Fem,Sing,,-0.1278937720505331,NONE
на,ADP,,case,,,,,0.1790200405337752,NONE
публику,NOUN,,obl,Acc,Fem,Sing,Inan,0.1955838327066217,NONE
с,ADP,,case,,,,,0.1761638338091995,NONE
"""",PUNCT,,punct,,,,,0.1464309577154854,NONE
"""",PUNCT,,punct,,,,,0.1102506721331644,NONE
частным,ADJ,,amod,Ins,Neut,Sing,,0.0196217615495104,NONE
делом,NOUN,,obl,Ins,Neut,Sing,Inan,-0.0372955398441628,NONE
"""",PUNCT,,punct,,,,,0.0730846256620273,NONE
"""",PUNCT,,punct,,,,,0.0176428150162979,NONE
.,PUNCT,,punct,,,,,-0.4254197498507521,NONE
"""",PUNCT,,punct,,,,,0.4590535966991975,NONE
Бывает,VERB,,root,,,Sing,,0.0383840195381287,NONE
маскшейминг,NOUN,,nsubj,Nom,Masc,Sing,Inan,0.1196304864443875,NONE
",",PUNCT,,punct,,,,,0.1180845717137688,NONE
а,CCONJ,,cc,,,,,-0.3421218511336987,NONE
бывает,VERB,,conj,,,Sing,,0.1218784264683677,NONE
стопроцентное,ADJ,,amod,Nom,Neut,Sing,,0.63914907385144,NONE
разбойное,ADJ,,amod,Nom,Neut,Sing,,0.1651544042777808,NONE
нападение,NOUN,,nsubj,Nom,Neut,Sing,Inan,0.0710634595321917,NONE
.,PUNCT,,punct,,,,,0.4386715697297818,NONE
Ваш,DET,,det,Nom,Masc,Sing,,0.1296538028544933,NONE
Приобретенный,VERB,,amod,Nom,Masc,Sing,,0.2841227138049635,NONE
Товар,PROPN,,nsubj:pass,Nom,Masc,Sing,Inan,0.1307492697495226,NONE
будет,AUX,,aux:pass,,,Sing,,0.1209860680709718,NONE
отправлен,VERB,,root,,Masc,Sing,,0.0526991009112981,NONE
компанией,NOUN,,obl,Ins,Fem,Sing,Inan,0.0960749766470058,NONE
Royal,PROPN,,flat:foreign,,,,,0.0679681864080114,ORG
Mail,PROPN,,flat:foreign,,,,,0.3262612741777851,ORG
или,CCONJ,,cc,,,,,-0.0254937732497235,NONE
национальной,ADJ,,amod,Ins,Fem,Sing,,0.2300804744098228,NONE
курьерской,ADJ,,amod,Ins,Fem,Sing,,-0.0612752348251623,NONE
компанией,NOUN,,conj,Ins,Fem,Sing,Inan,0.0097190928407024,NONE
.,PUNCT,,punct,,,,,-0.5094824638011136,NONE
Нажмите,VERB,,root,,,Plur,,0.0523884123643712,NONE
на,ADP,,case,,,,,-0.1902953032963406,NONE
«Моя,DET,,det,Acc,Fem,Sing,,0.1649724083696564,NONE
учетная,ADJ,,amod,Acc,Fem,Sing,,0.2661883168632404,NONE
запись»,NOUN,,obl,Acc,Fem,Sing,Inan,-0.0906615810770192,NONE
и,CCONJ,,cc,,,,,0.277195960613125,NONE
в,ADP,,case,,,,,0.1155116033508677,NONE
меню,NOUN,,obl,Loc,Neut,Sing,Inan,0.0810727934756858,NONE
выберите,VERB,,conj,,,Plur,,0.1458565604314431,NONE
«Настройки,NOUN,,obj,Acc,Fem,Plur,Inan,0.0194522216408705,NONE
учетной,ADJ,,amod,Gen,Fem,Sing,,0.0155661376130949,NONE
записи»,NOUN,,nmod,Gen,Fem,Sing,Inan,0.4975092255443325,NONE
Вернитесь,VERB,,root,,,Plur,,0.0594802692824981,NONE
на,ADP,,case,,,,,-0.1801008474813289,NONE
главный,ADJ,,amod,Acc,Masc,Sing,Inan,0.1347296743095584,NONE
экран,NOUN,,obl,Acc,Masc,Sing,Inan,0.4745843052169807,NONE
.,PUNCT,,punct,,,,,0.6318516087590369,NONE
Если,SCONJ,,mark,,,,,0.0431992852072018,NONE
вы,PRON,,nsubj,Nom,,Plur,,-0.1974263884867725,NONE
не,PART,,advmod,,,,,-0.3594423768839596,NONE
получили,VERB,,advcl,,,Plur,,-0.2066269742179374,NONE
ответа,NOUN,,obl,Gen,Masc,Sing,Inan,-0.0624849893426564,NONE
после,ADP,,case,,,,,-0.1422963733606842,NONE
этого,DET,,det,Gen,Neut,Sing,,0.1206430213542915,NONE
времени,NOUN,,obl,Gen,Neut,Sing,Inan,0.1960568845808304,NONE
",",PUNCT,,punct,,,,,0.2013693262702991,NONE
пожалуйста,ADV,,parataxis,,,,,0.0918679253545269,NONE
",",PUNCT,,punct,,,,,0.0991289481459022,NONE
отправьте,VERB,,root,,,Plur,,0.1469900681651531,NONE
сообщение,NOUN,,obj,Acc,Neut,Sing,Inan,0.0660876030324948,NONE
снова,ADV,,advmod,,,,,0.1494506425395995,NONE
в,ADP,,case,,,,,0.2212318295786417,NONE
случае,NOUN,,obl,Loc,Masc,Sing,Inan,-0.0793776774930635,NONE
",",PUNCT,,punct,,,,,0.1619515554235734,NONE
если,SCONJ,,mark,,,,,0.063772310962396,NONE
мы,PRON,,nsubj,Nom,,Plur,,0.1514186205141874,NONE
пропустили,VERB,,acl,,,Plur,,-0.0623341880633692,NONE
его,PRON,,obj,Acc,Masc,Sing,,-0.1522639027406027,NONE
или,CCONJ,,cc,,,,,0.2066110044043817,NONE
в,ADP,,case,,,,,0.3641089868015039,NONE
редких,ADJ,,amod,Loc,,Plur,,0.0543679713073943,NONE
случаях,NOUN,,conj,Loc,Masc,Plur,Inan,-0.1395002300669222,NONE
",",PUNCT,,punct,,,,,0.1657365741205515,NONE
когда,SCONJ,,mark,,,,,-0.1742806383555955,NONE
есть,VERB,,acl,,,Sing,,0.1628199259932017,NONE
проблема,NOUN,,nsubj,Nom,Fem,Sing,Inan,0.1415103932825606,NONE
с,ADP,,case,,,,,0.0192146689207735,NONE
сообщениями,NOUN,,nmod,Ins,Neut,Plur,Inan,0.018990657537237,NONE
eBay,PROPN,,flat:foreign,,,,,-0.048500675229335,ORG
.,PUNCT,,punct,,,,,0.2463106855062137,NONE
«Если,SCONJ,,mark,,,,,0.0906673555993627,NONE
посмотреть,VERB,,advcl,,,,,0.000810764583583,NONE
на,ADP,,case,,,,,0.1232548540782508,NONE
США,PROPN,,obl,Acc,,Plur,Inan,-0.1412672755056997,LOC
",",PUNCT,,punct,,,,,-0.0743370120436773,NONE
то,SCONJ,,mark,,,,,-0.1207477680920328,NONE
огромное,ADJ,,amod,Nom,Neut,Sing,,-0.2017207715337376,NONE
количество,NOUN,,nsubj:pass,Nom,Neut,Sing,Inan,-0.1111335159697454,NONE
этого,DET,,det,Gen,Neut,Sing,,-0.0886692304661428,NONE
лечения,NOUN,,nmod,Gen,Neut,Sing,Inan,-0.0960003363035809,NONE
использовалось,VERB,,root,,Neut,Sing,,-0.0271806625527844,NONE
на,ADP,,case,,,,,0.0761856365666612,NONE
произвольной,ADJ,,amod,Loc,Fem,Sing,,-0.0180542741309588,NONE
основе,NOUN,,obl,Loc,Fem,Sing,Inan,-0.0095447921619244,NONE
.,PUNCT,,punct,,,,,-0.1776732451515504,NONE
Великобритания,PROPN,,nsubj,Nom,Fem,Sing,Inan,0.0773231398214764,LOC
преуспевает,VERB,,root,,,Sing,,0.1901756121876424,NONE
за,ADP,,case,,,,,0.0994361513797206,NONE
пределами,NOUN,,obl,Ins,Masc,Plur,Inan,0.0411852235502289,NONE
меры,NOUN,,nmod,Gen,Fem,Sing,Inan,0.1228482488574606,NONE
по,ADP,,case,,,,,0.0958006688230679,NONE
сравнению,NOUN,,fixed,Dat,Neut,Sing,Inan,-0.0290550325431714,NONE
с,ADP,,fixed,,,,,0.2057321855302968,NONE
тем,PRON,,obl,Ins,Neut,Sing,Inan,0.0031168274271146,NONE
",",PUNCT,,punct,,,,,0.023917140938782,NONE
что,PRON,,nsubj,Nom,Neut,Sing,Inan,0.0240134013352668,NONE
там,ADV,,advmod,,,,,0.0511769629478243,NONE
происходит»,VERB,,acl,,,,,0.1282607854347852,NONE
",",PUNCT,,punct,,,,,0.1334605700726324,NONE
-,PUNCT,,punct,,,,,0.1820432733348334,NONE
добавил,VERB,,parataxis,,Masc,Sing,,-0.0526420052666117,NONE
он,PRON,,nsubj,Nom,Masc,Sing,,0.1985462702827141,NONE
.,PUNCT,,punct,,,,,-0.5995259269273066,NONE
Как,SCONJ,,cc,,,,,-0.3250127408214165,NONE
головка,NOUN,,nsubj:pass,Nom,Fem,Sing,Inan,0.1220142297040143,NONE
насоса,NOUN,,nmod,Gen,Masc,Sing,Inan,-0.0390988466115016,NONE
",",PUNCT,,punct,,,,,-0.0318584084068197,NONE
так,ADV,,cc,,,,,-0.1574146125323189,NONE
и,PART,,fixed,,,,,-0.0051089742869465,NONE
цилиндр,NOUN,,conj,Nom,Masc,Sing,Inan,0.0469413296683344,NONE
защищены,VERB,,root,,,Plur,,0.1891054091177721,NONE
пожизненной,ADJ,,amod,Ins,Fem,Sing,,0.1344615416593197,NONE
гарантией,NOUN,,obl,Ins,Fem,Sing,Inan,0.0361534718298021,NONE
производителя,NOUN,,nmod,Gen,Masc,Sing,Anim,-0.1067872866340454,NONE
",",PUNCT,,punct,,,,,0.2051017157661703,NONE
что,PRON,,nsubj,Nom,,,,0.1635673784451285,NONE
означает,VERB,,parataxis,,,Sing,,-0.0847750486718165,NONE
",",PUNCT,,punct,,,,,0.0588632710535715,NONE
что,SCONJ,,mark,,,,,0.2319688027907035,NONE
Encore,PROPN,,nsubj,,,,,-0.1864608485604392,NONE
заменит,VERB,,ccomp,,,Sing,,0.0005471985963767,NONE
любую,DET,,det,Acc,Fem,Sing,,-0.010560763738076,NONE
из,ADP,,case,,,,,-0.1272018506808822,NONE
деталей,NOUN,,nmod,Gen,Fem,Plur,Inan,-0.0755408185939411,NONE
в,ADP,,case,,,,,-0.0223616895530035,NONE
случае,NOUN,,obl,Loc,Masc,Sing,Inan,0.0525929679691955,NONE
поломки,NOUN,,nmod,Gen,Fem,Sing,Inan,0.1123275646627179,NONE
или,CCONJ,,cc,,,,,0.1178908024826813,NONE
неисправности,NOUN,,conj,Gen,Fem,Sing,Inan,0.0887888353620745,NONE
.,PUNCT,,punct,,,,,-0.6660222848276545,NONE
Я,PRON,,nsubj,Nom,,Sing,,-0.0303981215434651,NONE
также,ADV,,advmod,,,,,0.1294557597740998,NONE
знаю,VERB,,root,,,Sing,,0.024778822715424,NONE
",",PUNCT,,punct,,,,,0.1443956925077057,NONE
что,SCONJ,,mark,,,,,-0.1713871744761703,NONE
Скайлер,PROPN,,nsubj,Nom,Masc,Sing,Anim,-0.0067918639308866,PER
открыто,ADV,,advmod,,,,,0.1096760169771387,NONE
флиртует,VERB,,ccomp,,,Sing,,0.0806032352201181,NONE
с,ADP,,case,,,,,0.0327121391967531,NONE
Тедом,PROPN,,obl,Ins,Masc,Sing,Anim,0.0097022035156644,PER
в,ADP,,case,,,,,0.2115043532396927,NONE
надежде,NOUN,,obl,Loc,Fem,Sing,Inan,0.1727971904426759,NONE
",",PUNCT,,punct,,,,,0.1102926808074877,NONE
что,SCONJ,,mark,,,,,-0.159134454693213,NONE
кто-то,PRON,,nsubj,Nom,,,,0.1197863240449167,NONE
относится,VERB,,acl,,,Sing,,-0.2262992072939469,NONE
к,ADP,,case,,,,,0.0769347511657959,NONE
ней,PRON,,obl,Dat,Fem,Sing,,-0.0127968345408806,NONE
как,SCONJ,,mark,,,,,0.0008568872184923,NONE
к,ADP,,case,,,,,0.0787118514027334,NONE
приоритету,NOUN,,obl,Dat,Masc,Sing,Inan,0.0470314708692312,NONE
для,ADP,,case,,,,,0.0860468608770895,NONE
перемен,NOUN,,nmod,Gen,Fem,Plur,Inan,0.149767094682391,NONE
",",PUNCT,,punct,,,,,0.0747362811448668,NONE
вынашивая,VERB,,advcl,,,,,0.0698361392877036,NONE
ребенка,NOUN,,obj,Acc,Masc,Sing,Anim,-0.0032104395149036,NONE
",",PUNCT,,punct,,,,,0.1393105489075575,NONE
тогда,ADV,,mark,,,,,-0.1048838388514275,NONE
как,SCONJ,,fixed,,,,,-0.0934829443443048,NONE
Уолт,PROPN,,nsubj,Nom,Masc,Sing,Anim,0.0564399433459096,PER
сделал,VERB,,advcl,,Masc,Sing,,-0.0693526577419282,NONE
все,PRON,,obj,Acc,Neut,Sing,Inan,0.1109107775972156,NONE
о,ADP,,case,,,,,0.068093327679952,NONE
нем,PRON,,obl,Loc,Masc,Sing,,0.0882789736314504,NONE
с,ADP,,case,,,,,0.0386859634323639,NONE
момента,NOUN,,obl,Gen,Masc,Sing,Inan,0.07992474825271,NONE
своего,DET,,det,Gen,Neut,Sing,,0.0362502799272189,NONE
50-летия,NOUN,,nmod,Gen,Neut,Sing,Inan,0.0278642106699095,NONE
.,PUNCT,,punct,,,,,-0.3507623026462231,NONE
«Я,PRON,,nsubj,Nom,,Sing,,-0.0163729184426767,NONE
молю,VERB,,root,,,Sing,,0.0828524853118382,NONE
Всемогущего,ADJ,,amod,Acc,Masc,Sing,Anim,0.0086684049300292,NONE
Бога,PROPN,,obj,Acc,Masc,Sing,Anim,-0.0288250956145744,NONE
окружить,VERB,,xcomp,,,,,0.0115141977842069,NONE
